countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
PRT,9,0,90684,4,1,0,0,28,136,0,222,6213,0,0,55,20,8,3,1,0,0,0,696,0,0,0,52,7,2746,4495,381,49,48,0,0,29195,1020,13,0,2,11,0,9,84,7374,0,178,42,4,16,2,0,0,27625,0,0,152,0,5690,0,1,8050,0,0,61,22,0,0,0,44,0,0,0,0,0,4,1,4,0,138,758,0,519,8,0,50,0,473,0,4,0,5,2,0,0,1,0,0,1,19,1,0,0,2,2,10541,4,0,0,0,0,0,112,1,0,5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,506,214,0,38,0,0,1,0,26,0,35,19,0,0,5,1,0,2,0,41,79,168,0,1,0,53,0,8,0,0,25,269,2,0,5,10,337,13,6,33,0,67,0,0,0,0,0,0,15,70,71,3,0,18528,0,0,1075,0,27,1,0,0,5161,3,0,225030
PRY,0,0,1,0,0,166239,0,116,100,0,0,41,0,0,430,5,0,0,1,1,0,2852,12507,0,0,0,1,0,2217,520,0,960,1929,0,0,0,0,84,0,3,19,0,8,46,1090,0,63,36,0,250,0,0,0,74728,0,0,12,0,200,0,0,46,0,0,16,0,0,0,0,52,0,1,19,0,40,24,4,4,0,36,0,0,168,2,0,5,92,1991,0,2,7400,32,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,192,0,0,1,1,0,0,0,2,2,3,0,0,0,0,0,0,0,0,204,105,1,53,0,0,44,2,230,0,0,4,70,1254,0,0,0,0,0,0,14,0,0,0,6,2,0,0,0,0,3,0,0,83,6,4,82,0,0,0,0,0,0,0,9,0,0,0,5,0,0,15,67,14192,0,0,66,0,22,0,0,0,189,0,0,291330
PSE,1,0,0,0,6116,0,0,357,192,0,0,17,0,0,252,88,1837,1,1,52,0,37,41,2,0,0,0,0,1721,107,0,123,5,0,0,0,0,30,0,1,38,1,314,177,752,0,164,94,33768,87,14976,0,0,471,0,0,60,0,751,0,1,1790,0,3,0,0,0,0,0,154,0,5,0,0,3,50,26,3,5,511,0,0,106,0,1467,2,74602,238,17,114131,0,0,0,0,3,0,0,0,94255,51,14227,1,2,0,16,0,20,0,0,0,0,0,1591,0,0,10,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,168,1801,0,132,0,0,120,0,232,0,23,429,0,42,5,0,0,3847,0,408,163,6,8713,0,0,1,0,4,0,0,2,0,0,0,41,7,1943,0,49962,0,3,43,0,0,0,0,13,4,514,0,15,0,0,24304,4,1,139,0,7,0,1,1249,133,0,0,460508
PYF,0,0,0,0,25,1,0,499,10,0,1,36,2,0,0,2,2,0,0,0,0,5,1,0,0,0,0,7,197,37,6,0,0,0,15,0,15,17,1,0,0,0,2,3,66,0,3,0,2,35,1,1,1,172,0,0,4,0,306,0,0,19,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,1,124,208,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,56,0,10,0,0,0,0,0,0,0,5,0,5,0,0,24,0,1572,0,0,0,4,7,0,387,0,0,3,0,10,0,25,1,0,11,1,0,0,6,72,7,16,1,0,0,1,0,34,0,0,0,1,0,0,8,4,0,8,0,0,1,0,0,0,0,0,0,0,1,32,0,0,0,0,743,0,0,3,0,0,55,0,0,44,0,0,5048
QAT,3,883,0,0,2153,0,0,1395,118,0,0,31,1,0,52,19,57,0,0,0,0,11,14,2,4,0,8,21,3633,182,46,59,24,5,9,100,2,4,0,0,6,0,109,43,1114,2,194,4,421,1,253,130,0,185,0,34,28,1,555,0,3,799,0,5,3,0,0,0,0,177,0,0,0,0,1,49,2,0,1,75,2,131,161,114,136,5,159,554,5,1531,83,56,63,1,90,39,184,0,839,10,1572,1,0,0,2,2,1,0,0,0,1,0,206,16,0,7,11,0,0,3,30,0,0,5,32,0,0,0,2,7,0,266,102,53,255,144,8469,6,1,318,0,31,56,0,27,0,15467,0,0,0,68,118,2,215,10324,0,292,0,4,0,8,2,1383,0,6,9,4,190,0,110,278,0,404,0,1,4,0,3,1,108,2,164,0,0,5430,5,1,17,0,8,0,0,13567,425,2,15,77457
REU,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,120,6,0,4,0,0,0,0,0,3,1237,0,0,0,0,2,0,0,2,0,2,1,1,0,0,0,0,0,1,0,5771,0,0,6,0,0,0,181,0,0,0,10,0,0,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,192,0,0,0,1,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,56,0,0,0,0,0,0,0,0,398,0,0,8441
ROU,0,1,0,8,0,559,0,8136,21800,282,0,5494,0,0,372,4607,0,30,372,146,0,8,1307,0,0,0,0,0,46581,4272,0,193,0,0,0,1,0,40,0,0,52,0,2348,7026,262771,0,2290,30,29,82,0,0,0,199869,2,0,785,0,16558,0,0,16153,0,0,4,0,0,0,0,27822,0,0,0,0,0,0,0,103,0,86683,0,0,6565,561,14,96,83998,350565,0,192,7,0,0,205,0,0,0,0,19,2,107,0,0,0,9,429,184,0,0,472,0,0,179,12,0,218,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3647,1612,0,837,0,0,63,0,177,0,1530,24,0,7223,0,0,0,0,0,0,7188,2,0,1,0,0,0,0,0,0,4923,1,0,0,5917,177,7500,0,0,0,0,4,0,332,0,0,0,0,10520,0,0,2501,252,100409,1318,0,468,0,2,0,0,0,949,0,0,1318239
RUS,13,17205,502,40,164,30,1,693,1412,45,23,2153,138,101,111,2344,47,1,463,7624,3,12,52,1,2,19,32,124,2729,1589,2,39,139,516,11,242,121,42,4,56,8,0,629,8985,36293,21,810,25,199,99,19,13,164,11082,1740,15,467,0,4284,0,81,5064,0,8,793,7,5,1,47,1044,0,1,8,9,3,839,5,118,3,2766,259,60,767,4882,90,89,1302,12324,4,672,208,49599,6,1114,163,68,12,1,942,182,135,22,0,0,322,74,248,52,0,102,4,1,496,59,48,152,43,92,0,5,4,27,58,23,119,5,147,22,47,90,0,2726,2804,81,243,27,417,37,1,230,0,357,100,14,1231,2,161,2,37,12,1246,0,453,14,558,11,121,0,44,0,0,667,268,1,6,3097,120,3303,0,14,128,36,411,1,32,0,0,3,1,735,27,73,75876,0,15474,188,0,69,0,29,19,1,1014,991,15,0,303169
RWA,1,0,2395,0,162,23,0,1091,607,0,279043,2652,11,0,325,27,10,2,0,1,0,11,66,1,0,0,443,112,6822,2629,7,46,28,0,103,549846,20778,21,45,4,5,0,49,65,4275,0,573,13,3,27,83,2345,0,2028,1,366,199,0,11328,0,460,12729,0,1076,170,1,0,2,35,483,0,0,19,0,2,146,2,28,2,222,0,45,293,0,0,6,941,1543,3,57,106,0,21299,0,4,33,1,0,19,10,27,0,0,30,3,369,7,9,0,1,61,2,153,0,14,20,0,0,0,996,11,1,58,7457,26,78,0,33,0,2,0,2233,507,18,371,41,72,7,338,210,1,45,63,2,666,9,58,4,2,171,6,494,0,18,8819,35,54,0,4,0,0,26,0,780,7,33,32,766,139,0,17,6407,1,0,0,2,0,3,0,280,236306,371367,0,0,4936,0,1,27,0,22,0,1,0,10873,12389,2231,1598661
SAU,56,18045,0,6,150783,177,196,37697,6837,127,0,1044,22,9,4758,398,19226,34,7,2,15,59,1389,77,416,1240,368,770,99928,5256,413,501,2921,144,674,1610,73,372,0,5,158,7,2417,454,38620,261,5848,358,18209,247,11940,3339,0,8542,8,780,1360,81,19715,0,139,68080,19,147,1488,27,0,0,2,6671,0,29,0,92,25,5977,124,18,35,1252,13,11156,4980,6814,10748,124,10864,27024,270,40851,4501,7236,2144,108,3301,2158,36853,0,28167,953,48516,27,1,5,30,24,49,59,1566,19,251,84,10144,1502,5,175,2822,3,4,36,856,11,773,212,19189,0,0,47,47,571,7,18735,4697,5764,4371,1059,148642,455,24,2776,107,603,2766,87,1269,79,39018,2,27264,0,2072,640,257,0,200866,1065,12875,10,197,1,993,44,45395,5,3,158,52,9200,1,3179,6046,73,16187,2,102,49,8,150,64,10068,288,5514,0,2,375352,579,12,4147,0,646,0,4,350999,4362,43,36,2146888
SDN,0,0,43,3,118925,46,0,19604,1262,0,2458,315,127,6,510,69,12935,4,0,0,1,6,51,0,0,3,66,4312,23223,8437,0,19,1,129,18251,2952,1435,22,0,5,1,11,351,136,12585,6662,1652,13,4274,11,4538,275437,0,1308,0,286497,834,0,10396,0,740,30228,0,84,1,0,0,0,3,1404,0,1,0,0,0,126,0,0,0,300,0,1,1155,0,3948,41,53368,16386,0,979,103,1,22614,0,1,34,20018,0,441,76,6904,3,2,0,2,6,7,10,1211,0,4,0,22,10,20,58,12,1,0,0,54,0,21,1,17,0,0,0,95,14950,12,8959,8643,18,954,9,2,15,3,43,0,178,1,0,92,0,16,0,27247,0,14,321,64601,90262,0,2,34,0,45,0,165,2,94785,671,2,82,50,19261,20,528,207447,58,7,0,0,0,0,0,2,355,75,60096,0,0,126623,0,0,46,0,73,0,0,8484,4389,2,0,1720083
SEN,0,0,1,0,87,22,0,635,405,0,3,2076,838,1681,4,29,10,3,1,0,0,15,310,0,0,0,0,2071,4698,2508,8,40,29,16176,108,0,9761,54,4,2229,10,0,20,106,2958,0,223,40,259,58,274,5,3602,75544,0,0,177,0,131413,0,16168,354,0,218,57619,183,31725,5932,196,226,0,0,160,0,1,11,3,3,9,81,0,0,131,0,104,23,897,61298,3,7,96,0,0,0,6,7,9,0,0,6985,350,1,0,0,7,63,5,0,0,0,163,0,289,0,4561,7,0,0,0,0,30719,93,18,0,0,91,0,252,1928,14402,40,1364,250,0,50,0,0,15,2,15,0,229,73,1,4098,5,0,67,21,259,31,122,11,1,5,0,0,3,9384,0,0,12,0,49,45,38,8,686,0,0,17,1542,12,0,0,0,0,2,6,261,0,9,0,2,17723,0,0,49,0,1,5,0,0,2572,133,0,533117
SGP,0,0,0,0,0,3,0,50589,266,0,0,0,0,0,529,9,0,0,0,0,0,8,99,0,454,11,0,0,10934,1561,0,75,83,0,0,0,0,10,0,0,4,1,32,35,1451,0,684,18,172,36,117,0,0,0,0,0,157,0,2205,0,0,36495,0,0,0,0,0,0,0,57,0,2,0,0,0,6727,0,0,0,97,9266,892,389,0,0,16,0,585,0,0,1501,0,0,0,395,0,0,0,0,0,409,0,13,0,0,10,8,0,0,0,0,0,56,0,0,16,0,0,0,0,0,0,34,0,37713,0,0,0,0,0,0,2737,565,0,5055,0,0,34,1,584,0,20,0,0,906,0,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,751,0,0,0,0,785,0,0,80,0,0,0,247,0,0,0,0,31577,0,0,18,0,434,0,0,0,1004,0,0,209092
SLB,0,0,0,0,2,0,0,2168,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,0,1,5,0,0,0,0,13,0,0,0,2,1,1,7,0,4,0,0,1,0,0,0,9,0,0,5,0,24,0,0,57,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,1,7,19,0,0,11,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,0,1,0,0,0,0,0,0,0,0,8,1,0,37,0,0,0,28,3,0,745,0,4,1,0,4,194,2,4,0,1,0,0,0,0,2,0,25,0,1,0,0,4,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,33,0,0,1,0,0,0,3,0,0,0,0,158,0,0,0,0,0,119,17,0,12,0,0,3911
SLE,0,0,0,0,7,0,1,283,31,0,0,2,59,4,12,1,1,0,0,0,0,1,118,0,0,0,1,31,728,39,1,2,1,1462,0,0,29,8,0,7,0,0,15,5,2022,0,157,8,2,3,0,0,0,321,0,0,14,0,94,0,68,835,0,133,483100,1,460,311,0,16,0,0,0,0,0,0,0,0,0,9,0,0,85,0,11,1,41,346,0,1,1,12,0,0,0,1,0,0,3741,168397,14,0,0,0,0,0,1,0,0,0,0,0,11,0,427,1,0,0,0,0,6,0,0,0,0,0,2,0,11,577,0,254,27,0,21,0,0,3,0,7,0,3,0,0,20,6,11,0,1,0,11,3,0,0,0,2418,1,0,0,0,0,0,0,0,0,1,1,84,6,0,0,22,0,0,0,0,0,0,0,7,0,0,5,0,6616,0,0,49,0,0,0,0,0,148,2,0,673817
SLV,16,0,13,0,5,148,0,8577,111,0,0,47,1,1,206,15,0,69,0,1,4954,180,458,5,0,0,1,3,44962,816,5,504,47,2,2,4,2,610,0,1,2469,12,19,30,1193,0,114,614,184,945,127,0,0,10379,0,0,70,0,1459,1,3,271,0,2,12,6,0,1,5,107,2,5751,6,0,6,54,1637,5,40,45,0,1,86,23,1,17,301,11758,235,56,177,2,0,0,2,18,0,0,24,16,310,3,0,0,2,9,1,0,0,1,1,0,8241,0,1,4,0,0,0,1,1,3,1,0,0,1,0,7,0,0,1,433,192,0,155,0,1,1757,17,135,1,17,1838,2,210,74,26,4,0,8,9,30,4,1,0,4,7,0,2,0,0,5,0,0,9,8,3,2838,0,0,0,2,12,0,0,1,0,19,0,45,1,2,1,1,1199232,0,2,1160,0,5,0,1,1,144,2,1,1317062
SOM,0,0,0,0,5091,16,0,6177,1012,0,0,512,0,0,0,8,610,0,0,0,0,1,0,0,0,0,0,0,12697,3355,0,7,0,0,0,0,0,3,0,0,0,3,20,51,6472,5287,7742,1,22547,0,20965,542,0,113,0,451920,7847,0,1716,0,0,84978,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,461,0,0,599,0,141,12,16142,6181,0,77,0,0,265471,0,0,0,304,0,0,0,40762,1,0,0,3,3,6,0,140,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,498,0,0,0,0,0,6,15441,16280,0,1728,0,199,3,1,0,0,25,0,0,9,0,0,0,1124,0,6,59,0,3919,240302,0,0,0,0,0,0,0,2,0,0,15,8,34471,80,1937,0,0,85,0,0,0,0,0,19,33,1783,11942,0,0,87941,0,0,8,0,0,0,0,157726,18832,0,0,1564611
SRB,0,0,0,41874,1,0,0,27200,76965,0,0,4011,0,0,0,1660,0,0,117451,9,0,36,436,0,0,0,0,0,11925,56811,0,49,0,0,2,0,0,26,0,0,5,0,1042,4904,179233,0,1206,78,2,75,27,0,0,3721,1,0,416,0,17303,0,0,259,0,0,0,0,0,0,2,4442,0,0,0,0,0,0,0,57673,0,9511,0,0,237,0,0,441,18,34095,0,5,0,15,0,0,0,0,0,0,1,0,0,0,0,0,8,1284,10,0,0,0,3,0,9,8511,0,315,0,17381,0,0,0,0,0,0,0,1,0,4,0,0,0,26695,8060,0,562,0,0,29,0,0,0,2409,8,0,137,0,0,0,0,4,3610,208,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,45399,9289,0,9,0,0,0,0,0,0,0,0,0,25331,0,0,39,0,64133,0,0,309,0,0,0,0,0,567,0,0,869195
SSD,0,0,0,0,6284,13,0,1994,304,0,0,0,0,0,17,11,713,0,0,0,0,0,0,0,0,0,0,2555,3241,344,0,4,0,0,0,277258,0,0,0,0,1,2,140,21,0,0,104,8,913,1,949,1425,0,0,0,439786,0,0,836,0,0,9388,0,22,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,74,0,0,305,0,649,0,0,335,0,413,0,0,53115,0,0,0,3814,0,195,0,3845,0,0,0,0,1,3,0,3984,0,0,0,4,0,0,8,0,0,0,0,61,0,0,0,0,0,0,0,629,0,0,1960,156,0,178,1145,0,0,1,13,0,56,0,0,9,0,0,0,1309,0,4,318,0,24448,0,0,0,0,0,0,1,0,0,547,0,8,8,470,0,6,21017,0,0,0,0,0,0,0,0,59,0,214206,0,0,9131,0,0,5,0,0,0,0,5506,1434,0,0,1096194
STP,0,0,9210,0,0,0,0,4,0,0,105,3,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,18,3,21,0,2,0,0,9,653,22,3,0,1064,0,0,0,2,5,0,0,2,0,0,1,0,0,4,0,0,0,0,127,0,1195,4,0,0,0,0,0,0,2235,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,3,0,0,0,0,0,0,0,0,0,12028,0,0,0,0,0,0,20,416,0,104,0,0,0,0,0,0,0,400,0,0,1,0,5,0,0,133,8,0,0,0,0,0,0,0,0,3,46,0,0,45,0,0,0,0,0,0,0,0,30,0,0,28109
SUR,1307,0,0,0,0,1,0,25,6,0,0,0,0,0,0,1,0,0,0,0,0,1,141,0,0,0,0,0,271,28,0,0,0,0,0,0,0,3,0,0,4,0,3,1,0,0,9,35,0,22,0,0,0,0,0,0,3,0,14206,0,0,0,0,0,0,19,0,0,0,1,0,0,7669,0,3202,0,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,14114,23,0,10,0,0,0,0,77,0,0,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2850,0,0,0,0,0,0,0,0,0,0,0,44125
SVK,0,0,7,0,0,0,0,804,4061,0,0,656,1,0,0,63,0,0,4112,0,0,1,31,0,0,0,0,0,776,695,0,10,0,0,0,1,0,1,0,0,0,0,30,72107,8017,0,110,1,0,9,1,0,0,1684,0,0,27,0,284,0,0,2632,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17480,0,0,3706,0,0,37,0,2871,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,60,9,0,0,0,0,0,9,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,373,0,35,0,0,3,0,0,0,109,0,0,28,0,0,0,1,0,59,187,4,0,1,0,0,0,0,0,0,192,4,0,0,0,186,158,0,0,1,0,1,0,0,0,0,0,0,26,0,0,0,0,1333,0,0,1,0,0,0,0,1,105,0,0,123592
SVN,0,0,0,401,0,0,0,0,3039,0,0,458,0,0,2,29,0,0,8201,0,0,3,61,0,0,0,0,0,399,308,0,1,0,0,0,2,0,9,0,0,0,0,6,303,15012,0,157,0,0,13,0,0,0,895,0,0,21,0,0,0,0,14525,0,0,1,0,0,0,0,376,0,0,0,0,0,1,0,9693,0,317,0,0,87,0,0,16,3,1143,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,294,11,0,0,0,0,0,33,77,0,16,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,113,152,0,3,0,0,3,0,2,0,105,10,0,33,0,0,0,0,0,86,260,11,0,1,0,0,0,0,0,0,6230,5,0,0,241,0,327,0,0,1,0,1,0,0,0,0,0,0,63,0,0,0,0,297,0,0,12,0,0,0,0,0,8,0,0,64213
SWE,1,1726,209,4,0,0,0,2629,1808,5,0,3922,13,115,1,154,0,14,14118,364,0,58,290,0,0,9,141,5,1507,3843,0,498,0,106,0,814,3,72,0,0,33,0,598,671,8571,0,8826,155,107,173,54,1,0,17957,256,0,18427,0,2185,0,7,18707,0,0,158,0,1,0,9,1889,0,0,0,0,0,20,6,221,0,2047,0,0,1958,12534,60,926,121,4457,0,38,303,50,40,0,655,6,0,0,8,1596,0,0,0,0,103,1217,566,0,0,1,0,0,225,0,11,88,0,22,0,1,0,0,0,6,1,0,29,0,3,2,0,1957,24864,2,553,0,0,59,1,235,0,1275,4,0,554,13,3,0,0,0,292,549,687,0,185,0,15,0,1,0,0,3013,268,0,0,204,299,0,0,0,6,56,3264,0,1,0,0,0,0,2800,3,50,46,0,5575,7,0,34,0,2,0,0,97,576,1,0,186086
SWZ,0,0,161,0,0,0,0,1967,30,0,4,7,0,0,0,7,0,9,0,0,0,1,32,0,0,0,1643,0,627,114,0,148,1,0,0,0,0,2,0,0,1,0,101,8,76,0,43,6,2,5,3,8,0,67,0,0,16,0,79,0,0,3527,0,0,0,0,0,0,0,1511,0,0,0,0,0,2,1,0,0,14,0,0,244,0,0,0,96,128,1,0,0,1,5,0,0,31,0,0,0,8,0,0,0,53,0,0,0,0,0,0,0,0,61,0,0,5,0,0,0,8392,0,0,12,562,0,0,80,0,0,0,0,169,16,0,1195,0,0,1,1,26,0,6,16,0,1096,3,0,0,0,0,0,8,70,0,0,0,0,0,7,0,0,1,16,0,0,2,1,34,0,0,0,0,1,0,0,0,0,1,0,3,33,8,0,0,1940,0,0,3,0,0,0,0,1,89657,0,0,114217
SYR,0,0,0,0,33423,0,2372,6540,2470,0,0,1292,0,0,615,1194,4100,0,8,0,0,23,1129,0,0,0,0,0,16686,2125,0,223,0,0,0,0,0,4,0,0,6,14,2830,692,39025,0,2080,88,12573,86,7114,0,0,4160,0,0,425,0,11902,0,13,122,0,53,24,157,0,0,0,7166,0,36,0,0,0,0,6,0,0,1419,67,0,178,11,6312,19,10597,5048,0,100734,0,0,0,0,0,0,3511,0,56476,0,12983,22,1,0,14,1,22,0,647,0,0,0,144,0,0,167,0,0,0,0,180,91,0,0,1,0,0,0,0,0,4,5852,1974,0,339,1,0,165,0,34,0,579,20,0,31,39,5087,0,7921,0,10958,1929,0,13988,0,0,0,0,0,0,0,93,15,0,0,219,40,17783,0,0,0,0,1,0,0,0,0,0,11,5630,0,0,0,0,56327,61,0,11170,0,87,0,0,1325,90,0,0,501194
TCD,0,0,28,0,2238,0,0,67,38,0,69,410,683,0,0,6,283,0,0,0,0,3,8,0,0,0,1,45861,747,429,0,9,0,0,37465,0,5786,4,0,1,0,0,4,17,594,0,47,1,134,5,175,0,0,353,0,0,40,0,7269,0,1430,583,0,32,0,0,0,0,31,35,0,0,0,0,0,0,0,0,0,15,0,0,37,0,0,0,99,752,0,12,5,0,6,0,0,2,215,0,0,19,221,0,0,0,0,5,0,0,1,0,10,0,2,0,0,2,0,0,0,0,71,0,1,0,0,7,0,16,137,17128,0,132,47,0,9,0,0,1,0,1,0,12,0,0,8,0,0,0,561,11,2,118,7,1756,45631,1,0,0,1,0,0,1,36649,162,1,143,1,123,0,0,0,90,0,0,0,0,0,0,2,23,74,346,0,0,1904,0,0,1,0,5,0,0,0,159,0,0,211631
TGO,0,0,5,0,2,0,0,118,56,0,65,628,51046,6649,0,0,0,0,0,0,0,1,3,0,0,0,0,188,618,544,0,9,0,27444,17,917,983,2,0,0,0,0,0,8,4788,0,55,2,0,3,1,0,0,224,0,0,25,0,5017,0,5247,2,0,56824,2381,0,0,0,23,1,0,0,0,0,0,0,0,0,0,6,0,0,64,0,0,1,15,1843,0,0,1,0,0,0,0,0,0,0,0,200,0,0,0,0,0,4,0,0,0,0,9,0,0,0,371,0,0,0,0,0,62,0,0,0,0,4,0,8,5081,21249,0,370,23,0,5,0,0,0,0,0,0,10,0,0,32,0,0,0,0,10,1,3,3187,0,1,283,0,0,22,0,0,0,9,36,1,1,1,75,0,0,12,0,0,0,0,0,0,0,0,14,2,7,0,0,156,0,0,0,0,0,0,0,0,30,1,0,197106
THA,5,55,5,0,8513,581,0,83980,9155,0,0,5645,11,0,58344,38,1006,10,0,13,0,51,3540,1,17372,40,46,61,31256,28751,5,167,20912,0,84,0,51,44,7,2,14,1,432,1390,112876,0,13934,98,1293,69,1240,0,1,3232,2,0,8397,2,71192,4,77,11257,0,14,66,3,0,1,37,910,0,1,359,4,1,24683,3,39,14,1796,10750,21368,1387,18,0,1320,668,11732,4,361,41975,6,0,0,130812,25114,2394,2822,69,10,4009,1,0,1,46,367,37,2022,0,3,97,58,423,0,18,151,2,0,5,3,8,0,45,0,76164,93,0,719,0,8,1,15829,15796,142,11595,152,40424,139,15,1617,7,342,114,986,790,82,26,21,1857,365,46,554,1,23969,10,55,13756,24,2,4,0,55,1,1,13,123,212,41490,2,2,10,18,0,0,1,406,1,2,1,879,15,15,0,2,430311,2,0,126,0,3902,6,27,36,2570,31,0,1467264
TJK,0,97051,0,40,60,91,14,2044,2025,4365,0,1582,0,0,27,2042,3,3,15,17334,0,34,47,0,4,3,2,0,1521,1492,11,57,408,0,0,0,105,65,0,72,21,0,1195,3865,139111,0,446,28,364,153,236,0,0,6640,1088,0,4372,0,3939,0,0,2048,669,7,86,0,0,0,0,1043,0,0,0,0,0,21,2,2,0,335,2,2,514,5503,65,76,12658,7717,2,35,636,132072,0,9089,13,507,6,0,16,3,687,0,0,0,939,12,1886,0,0,2153,16,0,251,23,8,63,3,16,0,0,8,0,1,1,15,0,0,0,0,0,0,3857,1563,14,715,7,151,31,1,55,0,1473,33,23,803,5,1,0,4,0,754,754238,1,14,0,1,9,0,14,0,0,182,0,0,0,298,127,1457,0,9,0,0,18,0,6754,0,0,1,0,1851,0,54,71629,0,18078,15847,0,42,0,3,0,0,0,452,0,1,1351756
TKM,0,0,0,12,0,65,214,445,621,1552,0,579,0,0,5,978,0,1,6,4335,0,11,45,0,0,0,2,0,771,683,0,14,68,0,0,0,8,20,0,21,6,0,371,1885,23143,0,161,16,47,59,35,0,0,3525,447,0,571,0,1359,0,0,1116,0,0,3,0,0,0,0,278,0,0,0,0,0,22,0,11,3,314,0,0,336,4778,5,30,3048,4445,0,3,55,13572,0,327,4,30,0,0,4,5,37,0,0,0,413,10,751,1,0,427,4,0,32,3,0,17,1,6,0,0,2,0,2,0,1,0,0,0,0,0,0,907,552,1,147,0,0,10,0,11,0,882,1,5,613,5,0,0,0,0,338,126026,3,0,0,0,2,0,3,0,0,42,0,0,0,125,48,624,0,0,0,2,12,0,0,0,0,0,0,2265,2,13,15915,0,6348,869,0,14,0,1,0,0,0,222,0,0,228185
