countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
CHN,391,0,0,0,0,4037,0,151508,6373,168,0,4775,0,0,21322,545,0,41,5,0,492,465,6446,0,0,337,1112,32,223403,6506,0,2007,0,0,0,0,184,1061,0,6,68,87,667,2900,33586,0,4913,1413,362,2025,328,71,0,81224,46,0,3467,0,42593,0,65,49501,28,73,0,0,0,0,0,2360,0,115,347,273,441,226280,82,0,224,5682,0,600,3049,0,0,206,212,40624,0,0,159560,2353,0,68,724,218775,0,1396,348,0,547,20,48,28,190,318,92,45089,0,110,1883,0,2768,0,0,106,945,0,3724,0,128,46,8576,0,0,0,0,44,0,0,21,23499,3635,2743,42715,0,0,3615,83,0,0,747,227,14619,5404,312,0,206,0,0,1847,22396,37,0,0,0,29000,0,215,56,0,90,0,0,1898,333,389,11297,0,0,0,0,35305,0,65,0,42,0,0,815,0,238,0,0,796005,471,0,5284,0,2350,0,8,0,8646,29,0,2397656
CIV,0,0,223,0,37,1,0,1197,748,0,0,3341,41516,120271,1059,35,1,3,0,0,1,6,327,0,0,0,10,559,6508,3495,0,39,0,0,1652,0,7867,11,0,169,2,4,25,147,8046,0,628,13,260,25,344,0,932,21601,0,0,316,0,117348,0,17769,13892,0,23063,4343,0,2951,264,6,341,0,0,0,0,0,0,0,0,0,117,0,2,645,0,6,14,278,27921,0,3,62,0,0,0,0,27,6,0,0,20749,503,3,0,5,3,22,5,0,27,0,2,0,27,0,30504,14,0,0,0,0,5427,0,0,0,0,0,0,0,6980,56201,2,3516,466,0,79,0,0,5,0,4,0,78,0,0,2114,0,0,0,7,0,2,241,0,144,100,7822,0,0,24349,0,0,2,184,81,0,11,8,1156,0,0,771,7685,11,0,0,0,0,0,18,104,0,71,0,0,32965,0,0,19,0,195,0,0,0,2047,49,0,635255
CMR,0,0,0,0,0,0,0,75,92,0,0,3325,0,0,0,4,0,0,0,0,0,0,61,0,0,0,0,928,768,1989,0,1,0,0,0,0,461,2,0,0,0,0,15,38,2037,0,195,0,0,24,7,0,0,2369,0,0,244,0,21755,0,683,1567,0,12,0,0,0,0,346,81,0,0,0,0,0,0,0,0,0,58,0,0,57,0,0,1,0,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,13,0,0,1,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,515,142,0,0,0,0,3,0,0,0,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,584,0,0,9010,0,0,0,0,0,0,0,0,4,0,0,0,0,14247,0,0,1,0,0,0,0,0,605,0,0,65244
COD,0,0,53596,0,33,0,0,1325,87,0,30511,4303,5,0,0,6,1,0,0,0,0,2,40,0,0,0,353,2777,2742,1942,0,0,0,0,0,0,17055,3,0,0,0,0,144,45,63,0,177,1,8,3,14,393,0,251,0,2,311,0,13256,0,193,2310,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,12,0,2,0,0,1252,0,0,0,0,1185,0,0,0,7,0,0,0,7,0,0,1,0,5,0,0,2,0,0,0,21,0,0,1,0,0,0,187,13,0,0,25,0,0,0,0,0,0,0,300,522,0,16,0,0,0,0,8,0,3,0,0,220,0,0,0,6,0,1,5,13569,72,9624,0,0,0,0,0,1,0,71801,68,0,1,0,489,0,2,21579,7,4,0,0,0,0,0,0,4,6,41093,0,0,321,0,0,2,0,0,0,0,4,6496,1,0,300912
COG,0,0,7989,0,0,0,0,374,121,0,0,241,483,0,0,5,0,0,0,0,0,0,37,0,0,0,2,441,268,5,0,2,0,0,50,0,0,5,0,0,1,3,0,17,6179,0,301,0,1,16,30,0,0,1040,0,0,44,0,22472,0,1960,11,0,0,0,0,0,0,237,129,0,0,0,0,0,0,0,0,0,33,0,0,430,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,327,57,0,35,0,0,1,0,0,0,59,0,0,1,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,32,8,0,6,3,262,0,0,1046,0,0,0,0,0,0,0,0,0,556,0,0,0,168,0,0,2,0,0,0,0,0,7714,126,0,54421
COL,459,0,0,0,0,0,0,983,0,0,0,88,0,0,0,4,0,13,0,0,0,9,0,0,0,0,0,0,908,454,0,1956,0,0,0,0,0,0,0,0,1677,0,8,23,289,0,1,0,4,41228,0,0,1,59540,0,0,57,0,1064,0,0,16,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,95,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,25,0,0,208,0,0,0,17,0,0,35,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45855,0,0,0,0,0,0,0,0,157825
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,51,0,0,0,0,0,0,7393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10474
CPV,0,0,2683,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,0,0,0,1,449,0,0,0,1,0,2,301,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0,1167,0,0,3,0,2467,0,1,15,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,34,0,1,0,0,7884,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,47,0,0,15493
CRI,5,0,1,0,0,2,0,66,58,0,0,9,0,0,2,5,0,0,0,2,0,68,82,0,0,0,0,0,1133,286,0,81,0,0,1,0,0,465,0,0,0,5,3,21,215,0,41,325,1,639,0,0,0,2040,0,0,21,0,294,0,0,43,0,0,0,0,0,0,2,8,0,87,0,0,0,0,24,0,123,20,0,0,10,18,0,1,7,774,33,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1036,192,51,0,12,0,0,801,0,4,0,29,0,0,10,13,0,0,0,2,12,13,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,115,0,0,0,0,1,0,0,0,0,0,0,41,0,0,4,0,7974,0,0,293,0,0,0,0,0,10,0,0,17686
CUB,0,0,16,0,0,0,0,77,162,1,0,242,0,0,0,127,0,69,0,9,0,118,243,0,0,0,0,0,2527,919,0,187,0,0,0,0,36,576,0,4,156,0,11,69,2665,0,131,481,1,1636,1,0,1,38310,2,0,115,0,1520,0,0,30,0,0,0,0,0,0,4,192,0,2,0,0,0,0,0,0,335,203,0,0,26,0,0,10,2,9322,360,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,5,3,9,0,0,0,2,0,1199,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,322,231,0,12,0,0,100,0,3,0,101,0,0,658,43,0,0,0,1,25,371,0,0,0,0,0,0,0,10,0,0,0,0,0,30,22,483,0,0,0,0,1,0,0,0,0,0,0,19,0,5,21,0,77082,0,0,1924,0,0,0,0,0,122,0,0,143725
CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
CZE,0,0,0,2,0,0,0,0,8178,0,0,1946,0,0,0,452,0,0,0,0,0,18,47,0,0,0,0,0,3456,2165,0,0,0,0,0,0,0,2,0,0,0,0,167,0,22395,0,548,0,0,102,5,0,1,7068,0,0,162,0,522,0,0,5960,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,2863,0,0,2734,0,0,85,0,3900,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23,365,80,0,0,0,0,0,14,11,0,17,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1359,657,0,55,0,0,4,0,0,0,873,0,0,110,1,0,0,0,0,421,278,0,0,0,0,0,0,0,0,0,0,1,0,0,12266,144,691,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,2524,1,0,29,0,0,0,0,0,86,0,0,83382
DEU,0,0,14,2035,0,0,0,40,32066,0,34,15261,0,0,0,1416,0,0,0,0,0,31,35,0,0,0,28,4,163,52762,2,0,0,0,1,0,1,42,0,4,0,0,1856,2865,0,0,812,5,260,187,33,1,0,98215,11,0,599,0,37478,0,0,13214,0,0,0,1,0,0,21,40333,0,0,0,0,0,0,0,3505,6,5488,0,0,1986,3119,0,52,257,86636,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,277,2668,45,0,0,0,11,0,0,646,0,79,0,614,3,0,4,0,3,0,1,0,0,0,0,0,0,9832,2317,0,72,0,0,5,0,55,0,5697,0,0,1806,11,0,0,0,0,2713,1958,18,0,3,0,0,0,1351,0,0,95,49,0,0,840,3284,2840,0,0,35,0,184,0,0,0,0,0,0,22290,0,71,0,0,143,0,0,65,0,1,0,0,0,487,0,0,461460
DJI,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,117,32,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,141,0,106,0,0,0,0,0,2,0,2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3154
DNK,0,0,0,40,0,0,0,224,467,0,0,660,0,0,0,32,0,0,150,26,0,14,2,0,0,5,64,0,775,1111,0,12,0,0,0,0,0,22,0,0,2,0,56,129,4153,0,0,5,62,77,30,0,0,4162,6,0,195,0,1224,0,0,1281,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,30,0,147,0,0,310,1829,0,327,419,710,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,124,307,109,0,0,0,0,0,0,9,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,446,6,0,142,0,0,22,4,0,0,375,0,0,62,3,0,0,0,0,66,2,0,0,0,0,0,0,52,0,0,1,0,0,0,50,94,5916,0,0,0,0,69,0,0,0,0,0,0,931,0,46,0,0,0,1,0,22,0,0,0,0,0,551,0,0,28243
DOM,1526,0,2,0,1,1,0,63,639,0,0,194,0,0,0,17,0,59,0,1,0,17,92,1,0,0,0,0,1448,2786,0,38,0,0,3,0,0,289,0,1,61,5,5,21,2191,0,35,0,2,458,0,0,0,60456,0,0,52,0,2356,0,0,72,0,0,0,1,0,0,7,319,0,2,1,0,4,0,0,0,797,26,0,0,19,17,0,9,17,12143,0,0,0,1,0,0,0,2,0,0,0,0,0,13,0,0,1,6,3,0,0,0,6,0,280,0,0,0,0,0,0,0,1,12,0,0,0,2,0,14,0,0,0,1668,162,0,6,0,0,66,0,4,0,43,0,0,30,4,0,0,0,7,42,9,0,0,0,0,0,0,6,8,0,0,2,0,3,10,61,185,0,0,2,0,23,0,0,0,0,0,0,51,0,0,2,0,89866,0,0,3210,348,16,0,0,0,22,0,0,182451
DZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,52,0,0,0,0,0,310,0,0,0,0,0,0,0,0,1,0,0,0,0,3,150,0,0,0,0,0,12,0,0,85396,14219,0,0,23,0,112273,0,0,1835,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,95,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216368
ECU,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,5,0,3,0,0,0,64,0,0,0,0,0,0,0,979,0,2813,0,0,0,0,0,2131,0,0,0,0,2,24,299,0,17,0,0,0,0,0,0,193667,0,0,41,0,1007,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,0,35321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,4,0,7,0,0,0,0,0,0,13,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,0,0,0,0,0,0,0,0,238985
EGY,0,3,1,207,52405,3,0,6802,4459,0,0,479,0,0,66,77,645,1,0,0,0,18,242,0,0,0,0,15,11757,1878,0,19,0,0,1,0,0,61,0,0,2,2,1956,273,4701,0,397,2,0,55,0,0,0,1916,0,0,320,0,11019,0,0,3054,0,10,0,0,0,0,0,4442,0,4,0,0,0,0,0,0,0,353,0,0,241,14,2384,9,6785,35167,0,2191,265,3,0,0,0,0,1854,0,11345,0,2347,0,0,0,15,6,24,0,0,0,34,0,40,704,0,150,0,77,0,0,158,0,0,0,0,0,0,0,0,2655,0,3652,227,0,414,0,0,10,0,0,0,269,0,0,203,0,2300,0,11212,0,22,268,0,177920,54,0,0,0,14,0,0,0,3125,0,0,60,37,1295,0,0,71,0,1,0,0,0,0,0,0,358,0,0,0,0,38436,0,0,55,0,0,0,0,799,1057,8,0,415980
ERI,0,0,65,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,466
ESH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EST,0,0,0,0,0,0,0,0,13,3,0,93,0,0,0,8,0,0,0,40,0,0,8,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,2,11,138,0,110,0,0,0,0,0,0,144,0,0,7347,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,172,0,0,12,0,112,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,79,49,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,310,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,8998
ETH,0,0,0,0,1397,5,0,3943,491,0,4,287,0,0,0,32,52,0,0,0,0,2,6,0,0,0,0,0,8301,2174,0,2,0,0,0,14,1,5,0,0,0,5,32,53,1996,2743,645,0,2652,3,1674,2498,0,1392,0,0,1302,0,3874,0,0,11260,0,9,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,0,100,0,0,116,0,0,24,33023,13967,0,0,0,0,29291,0,0,0,253,0,0,0,348,1,0,0,2,2,1,0,9,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,46,0,0,0,0,0,5,3266,3197,0,441,0,0,1,1,0,0,27,0,0,14,0,0,0,284,0,2,101,2,5492,22328,0,0,0,0,0,824,0,79968,0,0,11,4,7587,2,338,12907,0,12,0,0,0,0,0,0,32,0,1798,0,0,69560,0,0,13,0,0,0,0,14448,4432,0,0,352236
FIN,0,0,0,1,0,0,0,1,310,18,0,790,0,0,0,68,0,0,0,644,0,17,106,0,0,0,0,0,206,920,0,7,2,0,0,0,0,9,0,1,1,0,136,182,3302,0,167,2,67,48,33,0,0,4159,821,0,0,0,387,0,0,2840,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,231,0,0,354,0,0,29,7,729,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,99,199,102,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,87,0,40,0,0,6,0,0,0,150,0,0,63,0,0,0,0,0,100,454,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,925,0,0,0,0,0,0,0,0,0,0,0,460,0,0,525,0,0,0,0,9,0,0,0,0,0,44,0,0,20467
FJI,0,0,0,0,0,0,0,20277,8,0,0,0,0,0,26,2,0,0,0,0,0,1,0,0,19,0,0,0,9731,14,5,5,1,0,0,0,0,1,0,0,0,0,4,0,4,0,10,0,0,1,0,0,0,7,0,0,4,0,58,0,0,53,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,3,21,11,0,0,1,1,34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15,0,17939,0,0,0,0,1,33,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,195,0,0,2,0,0,0,0,13658,0,0,0,0,0,103,24,0,26,0,0,62395
FRA,1,25,99,11,452,0,0,1253,1512,0,0,35516,98,0,0,564,24,0,0,5,1,64,19,58,3,13,97,127,3451,25545,900,222,34,0,985,0,33,179,31,21,1,0,903,685,20310,0,964,3,424,536,72,84,118,152461,1,0,622,0,0,0,0,30781,0,24,0,5,0,0,1043,570,0,0,0,0,8,0,0,2,14,1412,170,0,5681,2644,0,120,5553,89611,60,0,0,22,0,0,0,548,54,1,0,0,0,15,0,0,207,7814,198,0,0,0,1494,0,0,1,0,166,0,8,11,0,216,1,98,0,119,620,0,2007,0,0,0,3258,657,0,2150,0,0,61,0,149,0,5408,0,5,1920,10,0,0,86,1723,3003,631,6,42,0,0,1,0,15,0,0,1,0,1,152,911,56,970,0,0,119,0,12867,0,0,0,0,12,0,2370,0,52,0,0,82,1,8,156,0,8,51,0,0,5421,0,0,442188
FSM,0,0,0,0,5,2,0,71,2,0,0,1,0,0,29,0,0,0,0,0,0,1,2,0,3,0,0,0,51,4,0,1,9,0,0,0,0,4,0,0,0,0,1,1,11,0,1,0,0,6,0,0,0,8,0,0,1,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1529,0,3,0,0,0,1,3,0,2,0,0,0,12,13,0,0,6,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,20,0,0,1,0,5,0,3,0,1,1,0,0,0,1,0,1,1,0,19,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,7772,0,0,1,0,4,0,0,0,3,0,0,9718
GAB,0,0,74,0,3,0,0,22,11,0,0,431,3,0,0,9,0,0,0,0,0,3,30,0,0,0,0,92,364,115,0,2,0,0,123,0,736,1,0,3,0,0,1,1,174,0,2,0,1,2,2,1,0,963,0,0,7,0,10048,0,0,3,0,0,0,0,0,0,18860,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,25,198,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,72,0,1,0,0,7,0,12,0,0,0,36,3,0,5,0,0,0,0,1,0,10,0,0,344,0,0,0,0,18,4,13,0,0,0,0,0,0,0,0,0,0,13,0,1,1,0,10,0,0,641,0,0,0,0,0,0,0,0,8,0,0,0,0,131,1,0,1,0,0,0,0,0,143,0,0,33828
GBR,0,31,0,0,0,0,0,5146,2139,0,2,6155,0,0,0,1491,0,2,0,63,11,174,215,804,44,4,1315,6,42589,11283,11961,3037,449,0,0,0,0,342,0,14,15,1,15514,2182,19330,0,2240,48,578,1033,282,95,0,151768,9,0,1397,0,5206,0,0,0,0,225,0,52,0,0,2,36,0,2,0,0,116,0,0,19,1,2163,2302,0,107041,32,0,198,4651,21886,839,0,1,0,0,0,5,606,0,0,0,0,0,197,0,0,1828,1206,898,0,0,0,42,0,1,0,0,4869,0,0,1,0,2,10,151,0,67,0,0,0,0,0,1,6281,963,0,27492,0,0,425,0,11,0,21465,0,64,5551,29,0,6,0,0,932,813,326,547,632,0,0,0,199,0,0,6,21934,0,0,2444,239,4164,0,1,1040,0,531,0,0,0,0,160,0,6160,0,1959,0,0,4092,4,108,277,0,108,14,0,0,58139,0,0,603541
GEO,0,0,0,15,0,0,10112,143,1664,3224,0,1300,0,0,0,1232,0,0,0,5920,0,9,48,0,0,0,1,0,1142,965,0,0,40,0,0,0,2,14,0,25,2,2,6836,2752,17586,0,227,5,64,54,20,0,0,9887,999,0,80,0,5368,0,0,1079,0,1,0,0,0,0,0,17876,0,0,0,0,0,0,0,0,0,401,1,0,342,142,0,31,2259,9753,0,0,0,4468,0,421,0,4,0,0,0,0,0,0,0,0,805,13,659,0,0,1121,3,0,1,3,0,26,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,1134,684,0,102,0,0,28,0,1,0,1328,0,3,1228,2,0,0,0,0,599,147941,0,0,0,0,0,0,3,0,0,0,0,0,0,104,48,923,0,0,0,0,0,0,513,0,0,0,0,4495,0,6,33252,0,4334,3884,0,10,0,0,0,0,0,97,0,0,309877
GHA,0,0,0,0,0,0,0,674,393,0,0,778,2057,0,1,3,0,0,0,0,0,0,16,0,0,0,0,0,2890,479,0,1,0,0,0,0,0,2,0,1,0,0,17,35,4063,0,303,0,36,13,28,0,0,4144,0,0,228,0,1189,0,517,14971,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,30,0,0,118,0,0,9,0,8107,0,0,49,0,0,0,0,0,0,0,0,0,33,4,0,8,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,73,0,0,0,0,0,0,0,0,16771,0,2034,200,0,75,0,0,2,0,5,0,9,0,0,49,0,0,0,0,0,0,66,0,0,1,10,0,0,575,0,0,0,3,1,0,3,4,377,0,0,4,6279,0,0,0,0,0,0,0,36,0,0,0,0,24211,0,0,6,0,0,0,0,0,1484,8,0,93758
