countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,TOTAL
TTO,1,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,3,83,491,0,0,0,0,2697,54,0,0,0,0,0,0,0,16,0,0,0,0,4,2,45,0,5,2,0,29,0,0,0,75,0,0,6,0,181,0,0,16022,0,0,0,0,0,0,0,1,153,0,0,0,191,0,0,0,0,4,0,0,19,0,0,0,0,71,331,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,0,22,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79,0,371,332,0,0,0,0,0,3,0,0,21603
TUN,0,0,0,0,1,0,0,0,367,0,0,608,0,0,0,34,0,0,0,0,0,2,31,0,0,0,0,0,1026,1855,0,0,0,0,0,0,0,2,0,0,0,0,5,241,2647,0,28,0,264,6,33,0,1,985,0,0,119,0,61637,0,0,1951,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,48,0,0,10,0,0,1,50,8360,0,0,0,0,1,0,0,0,0,0,4,0,20,0,0,0,1,2,2,0,0,0,3,0,0,0,0,27,0,0,0,0,86,0,0,0,0,0,0,48,0,0,0,169,68,0,5,0,0,0,0,49,0,180,0,0,41,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,16,444,0,3,0,0,0,0,0,0,0,0,0,77,0,0,0,0,4,0,0,2,0,0,0,0,0,21,0,0,82119
TUR,3,43,0,0,0,0,0,1,30745,377,0,1841,0,0,0,1768,0,1,0,0,0,2,0,0,0,0,0,0,2952,10093,0,0,0,0,0,0,0,8,0,0,0,0,405,1030,80066,0,267,0,190,28,61,0,0,24174,0,0,1597,0,24396,0,0,19694,59,0,0,0,0,0,1,1473,0,0,0,0,0,0,0,0,0,640,0,0,67,1031,1101,10,1387,11313,0,0,0,21769,0,89,0,0,0,0,0,0,0,0,0,0,76,62,123,0,0,115,0,0,0,11417,0,21,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,11513,718,0,96,0,0,12,0,0,0,378,0,0,734,0,0,0,0,0,3391,1519,0,0,4,0,0,0,2,0,0,0,8,0,0,70,109,4510,0,1,5,0,0,0,135,0,0,0,0,0,0,0,0,0,280,993,0,15,0,0,0,0,0,341,0,0,275342
TZA,0,0,769,0,0,0,0,2920,144,0,167412,1607,0,0,0,24,0,0,0,0,0,2,72,0,0,0,920,205,9476,1002,1,6,0,0,0,20731,627,7,75,0,0,1,99,22,770,0,632,2,30,4,46,880,0,117,0,0,371,0,3710,0,33,7312,0,31,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,42,1,0,118,0,0,10,3,1215,0,0,0,0,14011,0,0,1,0,0,0,0,46,0,0,26,1,3,2,0,0,0,10,0,7,0,0,3,0,0,0,1650,2,0,0,785,1,6,210,0,0,0,1,2142,921,0,289,0,0,2,28,2,0,58,0,0,824,0,0,0,0,0,4,157,35671,2,181,0,0,0,11,0,0,0,11525,63,0,4,3,2097,4,3,16,1,2,0,0,0,0,0,0,163,0,39561,0,0,9136,0,0,4,0,0,0,0,66,12491,1368,0,355148
UGA,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11901,0,0,0,0,0,0,0,122607,0,0,0,0,0,0,2,13112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148116
UKR,0,0,0,0,0,0,0,0,1002,1156,0,415,0,0,0,2288,0,1,0,17442,0,29,209,0,0,0,0,0,3597,1862,0,0,0,0,0,0,0,40,0,0,0,0,660,47801,46106,0,2406,0,57,145,18,0,0,31387,1544,0,337,0,3585,0,0,1795,0,0,0,0,0,0,0,1619,0,0,0,0,0,0,0,0,0,7577,0,0,229,7,0,69,3145,59533,0,0,0,2180,0,0,0,0,0,0,0,0,0,0,0,0,1616,7,973,0,0,0,0,0,0,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,828,0,108,0,0,64,0,0,0,26007,0,0,15068,10,0,0,0,0,6437,120939,0,0,0,0,0,0,0,0,0,0,0,0,0,1753,478,1368,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,2560,0,0,20,0,0,0,0,0,604,0,0,418164
URY,0,0,6,1,1,17171,0,1197,136,0,0,78,0,0,4,45,0,6,0,0,0,288,1648,1,0,0,4,1,1883,606,6,481,1,0,5,0,0,269,0,4,43,5,8,24,318,0,63,404,9,929,2,0,0,52442,0,0,50,0,798,0,0,267,0,0,0,0,0,0,44,18,0,13,0,0,0,0,3,0,141,58,2,0,96,0,0,8,2165,6474,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,11,6,0,0,0,12,0,442,0,0,2,0,0,0,0,3,0,1,0,0,4,0,22,0,0,3,171,53,0,195,0,0,172,0,31,0,199,0,0,116,1158,0,0,0,12,273,27,0,0,0,0,1,0,0,3,0,0,0,0,2,22,5,446,0,0,0,0,0,0,0,0,0,0,0,108,0,2,0,0,12592,0,0,1419,0,0,1,0,0,231,0,0,105985
USA,1443,2619,1229,1171,649,0,0,19184,24528,18,0,17063,29,0,395,2704,6,195,399,988,727,2446,4632,514,49,33,698,130,84430,45455,746,2088,5373,0,285,0,39,7535,10,217,1495,49,4289,5828,89863,0,4795,1316,1806,24928,759,20,28,258392,272,0,3492,0,38717,0,52,130735,0,189,0,234,0,0,380,37499,19,419,5,0,367,0,25,1297,894,13920,1903,0,31064,55607,0,2485,24544,207371,1770,0,0,1483,0,0,31,14064,12,5,0,0,341,218,0,37,1496,3418,666,0,7,0,668,2,131933,322,0,473,0,386,202,0,190,0,78,0,393,197,0,1272,0,0,0,13758,8878,0,7775,0,0,2839,1,835,0,16399,0,397,10035,714,0,63,143,578,9293,8099,42,2134,544,0,2293,0,5664,60,0,48,1583,1,1354,2252,1786,8141,0,162,1018,42,82180,0,0,0,1,571,2,33699,0,470,2238,590,0,17,150,19077,0,370,32,0,0,15415,8,0,1594500
UZB,0,772,0,26,0,0,77,398,1635,6175,0,2610,0,0,0,2129,0,0,0,8711,0,33,74,0,0,0,5,0,2543,2317,0,1,193,0,0,0,6,45,0,62,0,1,746,6463,35337,0,531,0,148,184,60,0,0,12197,1308,0,238,0,4707,0,0,3841,0,1,0,0,0,0,0,1557,0,0,0,0,0,0,0,0,1,849,1,0,739,562,0,98,4744,15331,0,0,0,148321,0,99,0,7214,0,0,0,0,22,0,0,0,1303,39,611,0,0,2138,12,0,7,6,0,37,0,16,2,0,5,0,1,0,0,0,0,0,0,0,0,2358,1697,0,339,0,0,24,0,13,0,3316,0,13,2578,7,0,0,0,0,994,384724,0,0,0,0,0,0,9,0,0,0,0,0,0,208,115,2451,0,2,0,0,0,0,722,0,0,0,0,5657,0,17,66885,0,20783,0,0,18,0,0,0,0,0,377,0,0,770596
VCT,54,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,13,1321,0,0,0,0,1771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,88,0,0,0,0,2,0,0,1,0,0,0,0,13,56,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313,0,0,26,0,0,0,0,0,0,0,0,5871
VEN,470,0,0,0,0,0,0,473,29,0,0,12,0,0,0,20,0,0,0,0,0,67,0,0,0,0,0,0,511,438,0,0,0,0,0,0,0,6771,0,1,0,0,11,24,11,0,32,0,1,3739,0,0,0,43133,0,0,33,0,1002,0,0,36,0,0,0,0,0,0,12,6,0,0,0,0,225,0,0,0,0,36,0,0,19,16,0,8,6,14249,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,5,0,14,0,0,0,0,0,1610,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,234,139,0,13,0,0,2203,0,9,0,54,0,0,5,0,0,0,0,0,78,6,0,0,0,0,0,0,0,0,0,0,1,0,0,9,11,107,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12133,0,0,0,0,0,0,0,0,21,0,0,88058
VIR,184,0,0,0,2,0,0,47,7,0,0,9,0,0,0,2,0,1,0,0,3,8,38,61,0,0,1,0,250,28,0,5,13,0,0,0,0,51,0,35,7,1,3,7,67,0,7,229,3,89,2,0,0,39,0,0,3,0,655,0,0,631,0,1,0,5,0,0,0,17,281,2,0,0,7,0,0,1,6,8,4,0,11,0,0,1,62,53,31,0,0,0,0,0,0,27,0,0,0,0,1,15,0,0,1,0,1,0,0,0,0,0,418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,19,0,0,15,0,0,0,18,0,1,4,2,0,0,0,0,5,8,0,7,0,0,6,0,1,0,0,0,0,0,1,3,1,9,0,0,0,0,1,0,0,0,0,7,0,16,0,1,0,3,330,0,7,33,0,1,0,0,0,18,0,0,4025
VNM,0,0,4,0,30,0,0,28543,824,43,0,434,0,0,236,327,2,0,0,83,0,1,60,0,0,0,0,0,32674,2909,0,2,780,0,0,0,0,4,0,0,0,0,23,29273,32518,0,1754,10,0,30,0,0,0,467,0,0,1433,0,36473,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1382,0,0,223,0,0,153,0,1681,0,0,6917,0,0,0,7983,35503,7,3664,0,0,0,0,0,0,19,12,5,1,0,24,31,0,18,0,0,0,0,0,100,0,0,0,0,0,2626,0,0,183,0,0,0,6029,1507,0,1309,1,0,16,0,0,0,1469,0,266,22,0,0,0,6,0,9,680,0,110,0,0,1,10,0,0,0,0,0,0,0,650,1,3427,0,0,0,0,11497,0,8,0,0,0,0,13,0,0,0,0,196708,67,0,3,0,0,0,0,7,33,0,0,453346
VUT,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657
WSM,0,0,0,0,0,0,0,3949,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,27,0,0,0,14,7,0,0,1,0,0,0,0,3,0,0,0,1,1,1,3,0,5,0,0,1,0,0,0,5,0,0,1,0,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,2,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,1,0,13741,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,55,0,0,9,0,0,0,0,10,0,0,0,0,0,2,0,0,3,0,0,17956
YEM,0,0,0,0,19931,0,0,183,35,0,0,7,0,0,0,34,595,0,0,0,0,0,0,0,0,0,0,22,499,178,0,0,0,0,0,0,0,2,0,0,0,7,12,105,1009,48,44,1,2469,2,2073,1228,0,14,0,3,16,0,101,0,0,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,137,0,0,16,0,428,0,10657,122,0,0,0,0,2,0,0,0,2704,0,32,0,3079,0,0,0,0,0,0,0,307,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,189,87,0,31,0,0,0,0,0,0,69,0,0,2,0,219,0,4038,0,48,257,0,78571,431,0,0,0,0,0,2,0,934,0,0,12,5,313,0,117,260,0,0,0,0,0,0,0,0,45,0,5,0,0,17732,0,0,12,0,0,0,0,0,33,0,0,149559
ZAF,0,0,1363,0,0,0,0,20576,320,0,0,131,0,0,0,45,0,0,0,0,0,4,549,0,0,0,3185,0,2787,1056,0,3913,0,0,0,0,0,12,0,0,0,0,930,68,1604,0,232,8,39,51,17,10,0,647,0,0,161,0,1095,0,0,31422,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,75,0,0,588,0,0,0,1503,1517,0,0,0,0,4,0,0,306,0,0,0,0,0,1,0,316,4,3,5,0,0,0,0,0,27,0,0,9,0,0,0,0,0,0,79,0,0,0,2101,0,0,0,0,1181,106,0,7824,0,0,2,5,0,0,111,0,0,878,19,0,0,0,0,5,27,0,0,8,0,0,0,0,0,0,0,33,0,0,4,9,361,0,0,14,0,0,0,0,0,0,0,0,54,0,0,0,0,7440,0,0,10,0,0,0,0,0,0,0,0,95600
ZMB,0,0,75802,0,0,0,0,143,12,0,2372,348,0,0,0,2,0,0,0,0,0,1,3,0,0,0,352,79,221,229,1,4,0,0,0,0,6,3,0,0,0,0,12,18,6,0,18,0,0,8,1,29,0,110,0,0,53,0,1118,0,4,700,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,2,3,93,0,0,0,0,104,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,62,1,0,0,6,0,1,264,0,0,0,0,27,63,0,32,0,0,0,0,1,0,9,0,0,13,0,0,0,0,1,0,25,991,0,51,0,0,0,5,0,0,0,1716,2,0,1,0,53,0,0,6,0,0,0,0,0,0,0,0,7,0,2983,0,0,92,0,0,2,0,0,0,0,0,6684,0,0,94981
ZWE,0,0,527,0,0,3,0,28657,392,0,243,74,0,0,89,88,0,6,0,1,0,24,326,34,3,0,21737,6,9681,1570,407,886,22,0,0,661,30,35,0,1,2,0,846,76,455,0,532,10,18,66,45,986,0,1729,0,0,163,0,1344,0,0,101224,0,19,0,2,0,0,0,267,0,0,0,0,5,0,0,0,0,91,214,0,2227,0,0,16,583,1705,33,1,0,0,117,0,0,103,0,0,0,0,0,10,0,217,24,8,16,0,0,0,14,0,17,0,0,61,0,0,0,39161,0,0,58,24569,6,0,7067,0,0,0,0,1920,383,0,11730,0,0,20,9,13,0,377,0,3,15371,5,0,0,0,0,15,292,79,35,4,0,0,0,64,3,0,2,120,2,0,34,14,677,0,0,0,0,40,0,0,0,0,7,0,181,1409,381,0,0,17696,0,5,40,0,7,1,0,0,392845,8176,0,701570
TOTAL,7730,961832,169389,32964,884494,210001,10289,910559,228629,54019,200900,215252,97886,120304,161073,32841,46135,10843,79733,65387,8420,43223,43772,5403,57556,34924,36186,7277,1218312,329589,16067,109088,123859,123186,50976,49090,40655,34195,359,4522,101384,635,61814,139752,1226289,3058,74247,34196,73535,117831,39235,229291,89956,2826929,9823,1273,53468,537,1204225,0,43258,1568945,526,103199,5766,4499,14114,1977,24924,212838,578,7943,15342,3025,3133,288662,2944,25623,4558,78326,43371,514550,201162,264811,11182,8634,206953,1859123,5027,141583,266566,330413,135220,1534,10445,348290,212662,5652,162819,25205,50406,1795,34288,889,17886,24464,7879,52288,2228,5398,10882,10438,170517,22489,37785,8661,1181,22671,5248,48932,29653,1048,12961,26028,742856,2752,10588,6712,24687,132486,1485,292268,102727,103966,237367,11804,162486,21684,953,15210,6435,125096,1279,22861,196528,52298,43984,898,178398,5072,87059,1594612,51703,1820010,59483,21479,310905,699,499349,5295,872,8935,430830,787,10105,27608,40455,206264,23,546683,217518,23689,1196785,0,2348,41176,376,1718,780,169887,3616,138308,242502,1740,7773599,12625,867,125729,402,15713,630,38,47103,790876,11397,0,39941252
