countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,REU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
COG,0,0,47,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,359,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,26,0
COL,3670,79,41,0,2,808,0,1142,340,0,0,245,1,2,9,4,0,3,0,0,0,323,1517,0,0,0,1,8,5487,1362,1828,11,5,3,3,0,0,0,646,0,22,23,4400,0,715,820,2,12026,0,0,1,14794,0,0,152,0,2426,0,6,55,0,2,20,1,0,0,4,92,0,0,6,0,0,120,3,213,73,2,0,19,5,3,22,865,3399,0,21,63,0,0,0,0,0,0,0,227,0,13,0,0,0,0,7,2,0,0,0,1,0,997,0,2,2,0,0,0,1,1,0,0,0,0,13,0,1,0,2730,956,0,91,0,2,3708,0,6,0,4,583,0,235,80,1,0,5,1,0,0,6,5,0,0,0,0,0,0,9,21,3,1732,0,0,1,1,0,0,0,0,0,0,13,0,0,0,0,94014,0,0,96465,0,0,0,9,342,0,0
COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
CPV,0,0,3488,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,129,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,178,0,0,106,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,291,0,34,0,0,1,0,0,0,0,0,0,0,0,0,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CRI,17,26,5,0,0,5,0,152,48,0,0,8,1,1,6,1,0,26,0,1,11,25,43,0,0,0,1,4,954,147,398,3,1,0,0,114,0,0,0,0,1,8,643,0,34,324,1,109,0,0,0,464,0,0,10,0,157,0,1,34,0,0,2,0,0,0,1,14,0,0,0,0,0,56,1,79,13,0,1,19,21,1,2,57,264,13,1,16,0,0,0,0,0,0,0,26,0,4,0,0,0,1,2,0,0,0,0,0,0,341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,41,0,22,0,0,571,0,5,0,3,116,0,36,14,0,0,0,10,0,0,2,1,0,0,0,0,0,0,1,4,0,98,0,0,1,0,0,0,0,0,0,0,13,0,0,1,0,18004,0,0,40,0,0,0,0,74,0,0
CUB,4,0,188,0,1,697,0,150,239,0,0,185,7,1,124,33,0,60,0,24,0,176,660,0,0,0,0,8,2105,583,1533,3,5,2,146,188,0,53,118,0,9,135,5129,0,101,1652,0,377,0,0,2,14775,0,2,84,0,1464,0,7,230,0,1,160,1,0,0,28,71,0,0,7,1,3,38,2,404,181,0,0,111,2,1,6,109,5391,248,14,26,1,0,0,0,2,0,0,49,2,1,2,0,0,2,18,29,0,0,0,2,0,2414,0,3,1,0,0,0,4,0,0,0,0,8,4,1,1,0,290,102,0,27,0,0,5,0,57,0,32,2842,0,280,75,1,0,4,271,0,0,17,4,1,0,0,0,0,0,3,83,9,458,0,0,1,1,0,0,6,0,1,0,19,0,0,18,0,67165,0,0,1485,1,0,0,64,679,2,0
CYP,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,376,0,0
CZE,0,2,8,0,0,0,0,0,2144,0,0,67,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,22,0,26075,0,0,0,0,0,0,0,0,145,0,0,4,0,0,0,0,383,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,368,0,0,692,0,0,3,0,1211,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,87,0,0
DEU,0,3147,28,0,0,0,0,6,5,0,0,0,208,798,3,0,0,1,0,1,0,0,0,0,0,0,17,7,158,1,0,0,2005,0,5,0,0,1,0,0,0,3,0,0,47,0,0,0,0,0,0,32,0,151,20,0,0,0,66,44,0,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,53,0,0,0,511,36,0,10,13,0,0,0,0,2,0,0,5,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,18,4,0,225,11,0,17,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1116,0,0,0,23,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,697,0,0,0,0,0,0,448,1814,0,0
DJI,0,0,0,0,6,0,0,55,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,266,27,0,0,0,0,0,0,0,0,0,0,1,2,16,0,34,0,107,0,57,0,0,1,0,5713,11,0,1398,0,0,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,118,15,0,6,0,0,167,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,19,0,9,0,1,0,0,0,0,2,0,0,0,0,0,0,0,78,0,16,4529,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,95,0,0,0,0,0,0,1417,21,0,0
DNK,3,0,24,0,0,5,0,87,158,0,0,525,1,0,41,3,0,1,0,25,0,3,11,0,0,0,18,1,1,598,10,0,1,0,0,0,0,0,0,0,10,29,4818,0,0,1,0,2,0,0,0,738,8,0,84,0,416,0,0,2544,0,0,24,0,0,0,0,81,0,0,1,0,0,0,37,0,73,0,0,28,31,2,47,189,31,0,34,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,234,41,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,616,773,0,33,0,0,1,1,53,0,2,0,0,40,1,0,0,0,51,0,0,11,0,0,0,0,0,0,0,0,9,6,5410,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,4,0,0,1,0,0,0,42,518,0,0
DOM,1804,4,15,0,0,578,0,18,566,0,0,86,5,2,739,1,0,16,0,0,0,0,0,0,0,0,2,4,1217,1133,118,0,7,0,1,0,0,0,99,0,2,3,2484,0,25,0,0,30,0,0,0,10981,0,0,15,0,60,0,1,1,0,0,9,0,0,0,0,42,0,0,0,0,0,0,2,550,14,0,0,6,8,1,1,24,4636,0,25,0,0,0,0,0,0,0,0,65,0,0,3,0,0,0,6,0,0,0,0,0,0,191,0,0,0,0,0,0,0,39,0,0,0,0,0,2,0,0,1885,95,0,6,0,1,1957,0,306,0,1,15098,0,27,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,22,55,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,133791,0,0,0,33,0,0,3,175,0,0
DZA,1,0,1,0,2,2,0,139,239,0,0,86,6,91,6,43,0,0,0,26,0,1,32,0,0,0,2,26,5752,719,15,2,62,12,12,1,0,1,0,0,14,71,7807,0,151,3,0,4,0,0,10564,3240,0,9,95,0,6962,0,40,803,0,6,32,0,10,2,4,378,0,0,3,0,2,0,11,1,134,0,1,251,0,59,5,6519,3624,0,4346,7,0,47,0,0,2,0,0,1238,2,349,0,0,0,0,17,4,0,0,0,78,0,38,0,241,12,0,0,0,352,1,1,0,0,0,27,195,10,0,793,99,0,39,0,8,3,0,11,0,8,10,0,289,1,1,0,13,121,0,0,8774,787,1,0,1,0,0,0,3,15,6,178,0,0,51,3,0,0,5,0,0,26,49,1,0,19,0,1498,0,0,1,1,0,0,2072,326,1,2
ECU,0,9,8,0,0,468,0,118,85,0,0,0,1,1,1,2,0,1,0,0,0,145,345,0,0,0,0,1,1093,218,3698,0,3,0,0,0,0,0,2,0,1,7,1379,0,104,50,0,0,0,0,0,9519,0,0,14,0,73,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,30,0,0,18,2,0,3,9,9699,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,221,90,0,14,0,0,75,0,132,0,0,94,0,88,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44937,0,0,2106,0,0,0,1,27,0,0
EGY,7,348,47,83,103474,273,0,18681,7080,2,0,741,100,304,744,48,10025,3,0,167,0,12,2410,1,0,0,20,223,18439,3515,97,32,674,91,110,62,6,5,3,2,1863,181,23912,0,834,18,29,35,0,0,2,2590,3,35,345,0,13799,0,155,19653,0,46,654,2,36,7,46,6853,0,1,15,1,32,2,65,4,545,0,82,574,94,10761,14,24362,20750,2,212928,699,58,87,0,4,20,2,0,98704,11,8360,0,0,0,2,87,24,0,0,8,70,0,187,956,63,263,0,0,6,194,1,10,4,11,659,37,48,7375,1,5625,291,3,927,10848,121,27,0,304,1,170,91,2,657,9,5,13401,122,1625,0,310851,58818,50,139,0,6,0,0,1,15,135,44,1544,1,2,152,16,0,0,56,0,3,12,908,23,2,157,1,54838,9,0,154,40,0,1,21936,4307,126,31
ERI,0,0,250,0,1705,0,0,606,31,0,0,0,0,0,0,1,163,0,0,0,0,0,3,0,0,0,6,0,1477,467,1,0,0,0,3,2,0,0,0,0,1,2,2432,0,30,0,94,0,17,0,0,1,0,11804,4,0,63,0,0,3127,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,4,0,0,19,0,225,0,21,3161,0,43,0,0,41,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1508,0,0,0,8,0,10,0,0,0,0,130,232,0,32,0,0,0,0,0,0,1,0,0,216,0,0,208,0,20,0,6069,312510,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5892,0,0,9,0,0,0,8317,1269,0,0
ESH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP,1,0,584,0,0,5,0,57,409,0,0,1838,0,0,0,143,0,1,0,0,0,2,239,0,0,0,4,7,300,7890,43,0,0,0,6,1,0,6,0,0,10,21,14816,0,377,101,2,65,0,0,0,0,0,0,86,0,35005,0,0,5066,0,0,3141,0,0,0,3723,92,0,0,1,1,44,1,0,28,239,0,0,1038,0,0,11,283,204,0,52,68,0,0,0,0,3,0,0,6,15,4,0,0,0,0,337,0,5,0,0,1,0,1,0,0,7,0,0,0,12,0,10,0,0,0,2,0,0,0,1237,107,4,24,0,0,3,0,5,0,16,1,0,3051,4,1,0,0,24,0,0,4,0,15,0,0,0,0,0,3,8,112,491,0,0,0,0,0,0,0,0,0,0,79,1,0,0,0,578,0,0,7,1,0,0,0,406,0,0
EST,0,2,0,0,0,74,0,418,415,66,0,90,0,0,0,15,0,0,0,3031,0,0,7,0,0,0,0,0,1110,152,23,5,0,0,13,4,0,1,0,0,53,388,32676,0,334,1,1,6,0,0,0,178,0,0,14319,0,412,0,0,485,0,1,21,0,0,0,0,286,0,0,0,0,0,0,0,0,256,0,0,971,1,1,20,1731,527,0,7,29,229,0,0,0,16,0,0,4,0,5,0,0,0,56,8,2757,0,0,119,0,0,6,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,421,288,0,64,0,0,2,3,0,0,711,0,0,267,1,0,0,0,34799,0,0,0,0,0,0,0,0,0,0,0,128,17,3546,0,0,0,0,0,0,618,0,0,0,137,0,0,4442,0,1885,381,0,12,0,0,0,0,94,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41744,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0
FIN,0,0,1,0,0,0,0,0,35,0,0,257,0,0,45,0,0,0,0,128,0,0,0,0,0,0,1,0,0,44,1,0,1,0,0,0,0,0,0,0,9,16,760,0,3,0,0,0,0,0,0,204,164,0,0,0,0,0,0,148,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,43,0,0,1,5,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0,112,235,0,3,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
FJI,0,4,0,0,1,0,0,12869,4,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,5754,46,4,0,0,0,0,0,0,0,0,0,0,2,5,0,7,0,0,0,0,0,0,1,0,0,3,0,22,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,8777,0,94,0,0,18,20,1,0,0,0,0,5,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,8285,0,0,0,0,33,63,0,25,0,0
FRA,3,2023,8816,0,355,122,0,1227,1473,0,0,22129,4609,17603,9,61,35,32,0,2,0,0,1153,0,0,0,25,7476,7794,20499,662,4,19974,3322,3747,0,130,110,6,0,150,833,61773,0,1143,165,45,127,0,4,87,36733,18,33,339,0,0,0,6911,19527,0,156,18073,113,1540,275,1455,2208,0,0,1246,0,0,0,505,54,747,2,0,2647,1985,87,54,7395,5472,0,235,612,0,2,0,82,141,36,0,2636,38,498,1,0,0,0,7766,49,0,0,0,1043,0,481,0,4916,34,0,0,65,409,0,220,6,0,92,2177,2427,2300,0,6067,458,1,348,190,192,12,0,117,0,0,16,0,52141,17,337,50,4958,0,0,0,3954,3345,7,21,61,0,0,82,369,705,136,1040,18,0,2282,812,0,0,0,0,0,97,1447,60,0,0,8,2883,0,0,0,3,25,1,722,7381,540,0
FSM,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0
GAB,0,0,89,0,0,0,0,0,0,0,0,0,385,9,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,0,0,143,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,0,0,0,6872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,1,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0
GBR,0,9559,6059,0,178,90,0,69174,2134,0,0,6471,252,1248,4192,478,0,1,0,84,0,0,827,317,0,0,873,39,677,5674,353,546,3058,0,59,46,0,13,0,0,13326,353,51947,0,3309,79,0,161,0,0,0,30115,16,0,717,26,16402,0,109,0,0,552,329,19,0,0,0,1985,0,0,0,78,650,2,86,0,1645,0,748,1829,1983,73,76,5172,226,32,323,2349,0,19,0,49,116,0,0,154,207,0,54,0,0,3,1074,56,0,0,22,28,0,372,0,100,1538,0,0,27,0,11,0,118,481,192,0,1,33,0,9619,1174,0,24126,0,0,10,0,8891,5,198,45,36,3082,27,6,0,0,15,0,0,3198,1,0,0,185,0,0,0,0,59,54,3173,1,1,67,0,0,0,2,0,258,0,2868,157,0,0,39,1151,0,72,95,323,0,0,16,127974,435,4268
GEO,0,39,0,0,0,155,33840,655,2211,1695,0,767,0,0,2,71,0,1,0,7159,0,0,24,0,0,0,1,1,458,432,18,21,0,0,58,5,0,4,3,2,4399,755,62168,0,155,12,2,11,2,0,0,814,357,0,1322,0,1122,0,0,828,0,3,80,0,0,0,0,15355,0,0,0,0,9,0,15,0,526,0,2,683,10,19,23,28086,1170,0,67,124,548,0,648,1,65,0,0,36,0,18,0,0,0,176,12,1555,1,0,1256,2,0,57,4,6,29,0,0,0,2,0,2,0,0,0,0,0,0,0,684,142,1,140,0,0,3,2,4,0,1008,1,1,505,3,0,0,0,305241,0,0,1,1,3,0,1,0,0,0,0,264,41,250,0,0,0,0,0,83,4859,0,0,0,3937,0,0,40900,0,6910,8814,0,12,0,0,0,0,309,0,0
GHA,0,0,0,0,0,0,0,0,0,0,0,0,804,508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,3430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,25,0,0
GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLP,22,0,1,0,0,6,0,4,6,0,0,3,0,0,7,0,0,77,0,0,0,0,0,1,0,0,0,0,417,21,5,1,0,0,0,0,0,0,1,0,0,0,42,0,2,372,0,1,0,0,0,111,0,0,0,0,153,0,0,1,0,0,0,0,0,0,0,8,0,0,675,0,0,0,0,1,0,0,0,0,0,0,0,1,48,0,0,3,0,0,0,0,0,0,0,16,0,0,7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,24,2,0,0,0,0,16,0,3,0,0,100,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3970,0,0,7,0,0,0,0,2,0,0
GMB,0,0,0,0,0,0,0,16,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,14,1,0,940,0,0,0,0,3,0,0,0,1,558,0,101,0,0,2,0,0,0,1144,0,0,76,0,0,0,0,225,0,10,27077,0,0,447,0,3,0,0,0,0,0,0,0,0,4,0,0,24,0,0,1,0,254,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,964,0,49,52,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1088,0,0,947,0,0,0,0,0,1,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,0,0,0,0,0,0,0,0,0,0
GNB,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,3,0,0,206,0,0,0,0,343,0,0,0,1,0,0,7,0,0,0,0,0,108,329,0,0,1,0,0,0,0,0,0,0,7253,0,2611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,564,0,19,0,0,0,0,0,1,0,0,0,0,0,0,6545,0,0,0,0,0,0,0,0,4723,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,4,202,21,0,8,0,0,15,181,0,0,3,8,47,47,40,0,0,0,0,0,0,0,0,0,0,10,13,27,90,19,0,66,0,2,0,0,0,0,0,2507,10,3493,0,46,0,3,0,1,0,59,128,0,40,9,0,166,0,6,112,0,1,20,0,0,0,1,0,0,0,0,0,0,0,2,0,24,0,0,18,335,33,0,647,62,0,29,3,69,1,0,0,1,0,0,1014,0,65,0,0,0,0,20,127,0,0,1,0,0,0,92,4,8,0,0,1,0,0,0,6,0,12,0,1,3,0,239,10,0,9,1,0,0,0,5,0,0,0,0,63,0,0,0,0,175,0,0,614,1,0,0,1,0,0,0,0,104,1,59,0,0,8,0,0,0,6050,0,0,0,174,1,0,0,0,63,2,0,0,6,0,0,42,700,0,0
