countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,REU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
SLB,0,0,0,0,0,0,0,579,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,14,1,0,255,0,4,0,0,2,99,0,0,0,1,0,0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,22,8,0,4,0,0
SLE,0,0,0,0,0,0,0,45,25,0,0,0,59,4,12,0,0,0,0,0,0,0,0,0,0,0,0,31,275,24,0,0,1462,0,25,0,0,7,0,0,13,3,1891,0,113,0,0,0,0,0,0,211,0,0,11,0,0,0,60,755,0,123,411879,0,460,292,0,15,0,0,0,0,0,0,0,0,6,0,0,71,0,10,1,36,273,0,1,0,0,0,0,0,0,0,0,3741,24180,11,0,0,0,0,0,1,0,0,0,0,0,0,0,427,1,0,0,0,5,0,0,0,0,0,0,11,573,0,244,16,0,13,0,0,0,0,6,0,0,0,0,16,1,0,0,0,0,0,0,0,2418,0,0,0,0,0,0,0,1,1,36,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3934,0,0,0,0,0,0,0,119,0,0
SLV,10,0,12,0,5,86,0,3053,49,0,0,40,1,1,92,3,0,7,0,1,1102,41,256,2,0,0,1,3,11041,254,327,26,2,2,2,116,0,1,78,3,6,7,869,0,39,188,28,151,0,0,0,1028,0,0,14,0,580,1,3,206,0,2,12,1,0,1,3,42,1,1,3,3,24,126,4,16,21,0,1,36,11,1,2,257,1932,57,56,125,0,0,0,1,12,0,0,24,5,149,1,0,0,1,8,1,0,0,1,1,0,1801,0,1,3,0,0,1,1,0,1,0,0,0,5,0,0,0,154,51,0,79,0,1,477,6,74,1,8,415,1,96,27,2,0,6,12,0,1,0,4,4,0,1,0,0,0,6,3,2,808,0,0,0,1,0,0,0,0,8,0,20,1,0,0,1,228872,0,1,309,3,0,1,1,125,2,1
SOM,0,0,0,0,1065,1,0,2547,405,0,0,131,0,0,0,1,93,0,0,0,0,0,0,0,0,0,0,0,5286,1216,5,0,0,0,0,0,0,0,0,0,7,9,3772,0,6009,1,5856,0,8234,26,0,41,0,339212,2078,0,525,0,0,29793,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,171,0,0,332,0,140,4,7251,609,0,67,0,0,71816,0,0,0,0,0,0,0,35951,0,0,0,1,1,0,0,91,0,0,0,1,0,0,7,0,0,0,0,0,0,0,100,0,0,0,0,1,11575,3142,0,987,0,199,0,0,0,0,4,0,0,6,0,0,84,0,24,0,2666,240286,0,0,0,0,0,0,0,0,4,3,5255,44,177,0,0,2,0,0,0,0,19,9,1565,283,0,0,19006,0,0,1,0,0,0,81031,5416,0,0
STP,0,0,3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,8,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
SUR,426,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,72,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8245,2,0,3,0,0,0,0,29,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0
SVK,0,0,1,0,0,0,0,329,1431,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,8,38239,3634,0,0,0,0,0,0,0,0,75,0,0,5,0,0,0,0,772,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,6650,0,0,1416,0,0,0,0,998,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,0
SVN,0,0,0,0,0,0,0,0,1267,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,1,0,0,0,0,0,0,0,0,0,1,52,5983,0,0,0,0,0,0,0,0,59,0,0,1,0,0,0,0,467,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5926,0,81,0,0,19,0,0,0,3,1107,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,74,12,0,2,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
SWE,0,1726,209,0,0,0,0,103,263,0,0,694,13,115,1,5,0,0,0,45,0,0,25,0,0,0,20,5,20,521,40,0,106,0,3,0,0,0,0,0,41,24,2912,0,1670,2,0,2,0,0,0,847,30,0,2268,0,332,0,7,1243,0,0,138,0,1,0,5,180,0,0,0,0,0,0,59,0,215,0,0,198,812,29,65,110,32,0,38,56,0,1,0,0,1,0,0,8,29,0,0,0,0,0,139,24,0,0,0,0,0,4,0,11,9,0,0,1,0,0,0,2,0,29,0,2,2,0,549,4746,0,46,0,0,1,0,3,0,0,0,0,84,1,0,0,0,0,0,0,183,0,0,0,1,0,0,0,0,5,12,0,0,0,3,0,0,0,0,0,0,0,198,1,0,0,0,38,0,0,0,0,0,0,97,485,1,0
SWZ,0,0,67,0,0,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,10,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2982,0,0,0,0,0,3,0,0,0,0,15,4,0,39,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35149,0,0
SYR,0,0,0,0,368,0,0,287,261,0,0,36,0,0,77,0,0,0,0,0,0,0,69,0,0,0,0,0,904,126,9,0,0,0,0,0,0,0,0,0,343,42,3994,0,195,3,172,1,21,0,0,357,0,0,33,0,631,0,3,16,0,9,19,3,0,0,0,860,0,0,0,0,0,0,0,0,135,0,0,24,11,957,1,2321,690,0,32246,0,0,0,0,0,0,0,0,18145,0,1548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,20,3,0,0,0,0,0,0,0,0,570,93,0,26,1,0,10,0,0,0,1,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,1158,0,0,0,0,0,0,0,0,0,2,375,0,0,0,0,1510,0,0,220,8,0,0,893,15,0,0
TCD,0,0,8,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15274,88,0,3,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32578,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,1,14,0,0,0,36135,6649,0,0,0,0,0,0,0,0,0,0,0,0,0,129,229,16,8,0,27444,0,455,0,0,0,0,0,0,2,3919,0,25,0,0,0,0,0,0,28,0,0,4,0,0,0,3975,0,0,29392,2381,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,42,0,0,0,0,550,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,22,0,0,0,0,0,0,5081,14492,0,94,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,283,0,0,17,0,0,22,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,16,0,0
THA,5,48,5,0,4773,580,0,51733,6536,0,0,3118,11,0,58323,15,498,9,0,12,0,37,3106,1,14376,18,37,58,26154,17074,156,12597,0,81,44,32,7,2,13,1,237,338,60064,0,6862,96,778,33,792,0,1,1664,2,0,1993,1,61573,4,77,10529,0,13,66,3,0,1,31,603,0,0,359,1,20948,3,37,13,1189,1032,21349,1082,1,0,562,517,4709,4,351,30908,2,0,0,129575,4230,2249,2062,69,9,3626,1,0,1,32,298,16,1991,0,1,76,58,301,0,18,113,0,0,3,7,0,41,0,74765,0,652,0,8,1,8134,4545,140,8707,149,40424,42,12,1319,7,129,114,508,536,78,21,846,339,239,0,22898,10,55,6816,23,2,3,0,1,13,56,28,15936,2,0,10,18,0,0,1,1,2,1,447,12,11,0,1,340629,1,0,99,3731,4,27,36,2030,31,0
TJK,0,62655,0,0,26,32,1,642,668,563,0,115,0,0,12,28,1,1,0,4615,0,1,35,0,0,0,1,0,86,179,20,50,0,0,79,5,0,4,0,0,225,312,50511,0,105,5,38,14,36,0,0,304,0,0,1419,0,381,0,0,479,0,4,86,0,0,0,0,541,0,0,0,0,2,0,1,0,37,0,1,162,767,34,23,7979,499,0,33,255,5220,0,0,3,170,0,0,15,0,231,0,0,0,0,7,504,0,0,208,4,0,25,5,8,15,0,0,0,3,0,0,0,4,0,0,0,0,0,792,142,4,171,7,112,1,0,15,0,407,2,2,161,1,0,0,0,128512,0,2,0,1,3,0,2,0,0,0,0,85,27,160,0,0,0,0,0,0,4948,0,0,0,516,0,0,16169,0,901,3182,0,6,1,0,0,0,208,0,1
TKM,0,0,0,0,0,0,0,0,38,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,4,1598,0,0,0,0,0,0,0,0,59,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
TON,0,0,0,0,0,0,0,1882,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,3,142,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5488,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3565,0,0,0,0,8,29,0,0,0,0
TTO,14,0,0,0,0,0,0,160,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,61,0,0,0,0,4906,30,3,0,0,0,0,0,0,0,0,0,1,1,108,0,24,5,0,3,0,0,0,0,0,0,4,0,13,0,0,4066,0,0,0,0,0,0,0,1,95,0,0,122,0,0,0,0,5,0,0,49,0,0,1,0,28,181,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,113,17,0,37,0,0,0,0,0,0,0,16,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16868,0,181,0,0,0,0,0,8,0,0
TUN,0,0,0,0,95,4,0,39,566,0,0,0,0,0,179,4,0,0,0,0,0,0,0,0,0,0,0,0,1363,981,0,0,0,0,0,0,0,0,0,0,4,31,3590,0,165,1,55,1,0,0,0,307,0,0,73,0,25139,0,49,658,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,56,0,0,48,0,76,3,6953,2168,0,74,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,17,0,0,0,0,1,0,0,0,3,52,0,0,0,87,0,0,0,0,0,78,3,0,0,696,82,0,12,0,0,1,0,82,0,0,0,0,22,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,7,3,462,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,510,0,0,1,0,0,0,0,39,0,0
TUR,1,5127,7,0,701,0,0,2000,22950,102,0,111,4,10,4,266,0,3,0,1,0,2,0,0,0,0,4,4,2123,10808,53,0,27,1,2,0,0,0,0,0,167,122,333140,0,5392,5,0,2,0,0,0,479,1,0,740,0,17265,0,3,6531,0,0,21,0,1,0,8,4632,0,0,0,0,0,0,584,0,637,11,0,228,1426,2705,9,7007,1730,0,345,11,4487,1,0,0,0,0,0,255,0,0,0,0,0,0,149,16,0,0,164,0,0,0,11330,2,33,0,0,1,0,0,0,2,0,6,0,1,2,0,24589,1312,0,105,0,10,2,0,240,0,0,3,0,92,0,0,0,0,0,0,0,125,1,0,0,0,0,0,0,0,61,7,4917,0,0,2,0,0,0,132,0,0,0,0,0,0,0,0,2362,449,0,3,0,0,0,50,643,0,0
TZA,0,0,489,0,0,0,0,6,1,0,0,0,21,0,4,0,0,0,0,0,0,0,15,0,0,0,485,53,6,8,1,0,0,0,4,0,0,1,0,0,2,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,8,0,105,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,16165,0,0,0,1597,0,1172,0,0,0,0,11,1,0,19,0,0,0,0,9,0,0,0,0,837,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10988,111,0
UGA,1,0,632,0,1,2,0,878,135,0,0,17,6,75,30,2,0,0,0,3,0,1,7,0,0,0,572,13,5643,314,5,0,44,15,16,6,16,0,3,1,15,8,1218,0,559,2,0,1,0,582,0,75,0,157,37,0,301,0,29,41622,0,12,15,0,4,1,3,84,0,0,1,0,0,0,1,0,21,0,414,119,0,0,3,31,331,0,5,3,0,144983,0,0,0,0,0,0,1,1,0,0,109,0,6,2,0,0,0,3,0,4,0,9,1,0,0,454,0,0,1,307,0,35,2,8,7,0,453,281,0,192,0,0,0,0,12,0,27,1,0,71,0,0,0,12,54,0,0,101759,3,0,0,2,0,0,0,2,5,1,1364,28,0,55,1,0,0,1,0,0,0,31,11868,0,2,0,6330,0,0,3,2,0,0,64,3855,640,21
UKR,0,0,0,0,0,798,0,855,821,0,0,148,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,291,176,22,0,0,0,0,0,0,7,0,0,193,3832,40448,0,45,5,15,10,6,0,0,382,0,0,37,0,445,0,0,799,0,0,49,0,0,0,0,3293,0,0,0,0,0,0,0,0,5531,0,0,477,6,0,2,16634,3368,0,77,0,8,0,0,0,0,0,0,40,0,96,0,0,0,0,10,2526,0,0,0,0,0,1,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,23,73,0,87,0,0,10,0,0,0,4186,1,0,1972,11,0,0,0,127749,0,0,0,0,0,0,0,0,0,0,0,1926,76,147,0,0,0,0,0,0,1505,0,0,0,290,0,0,0,0,12713,0,0,4,0,0,0,0,355,0,0
URY,0,0,27,0,0,2157,0,684,94,0,0,68,0,0,36,9,0,0,0,0,0,38,5784,0,0,0,1,1,631,443,793,13,0,0,1,5,0,1,0,0,2,18,2127,0,52,242,0,109,0,0,0,4811,0,0,18,0,1146,0,0,152,0,0,9,0,0,1,20,14,0,0,0,0,1,0,2,68,16,0,0,154,0,0,5,1755,985,0,4,81,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,2,0,0,0,0,0,213,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,225,25,0,31,0,0,49,0,18,0,1,8,1,356,532,0,0,0,30,0,0,0,1,0,0,0,0,0,0,1,6,6,490,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,175,0,0,1,0,0,0,0,275,0,0
USA,2932,20308,4345,0,802,1643,0,22617,16008,1,0,13782,168,17,3837,309,52,403,0,523,0,552,8027,272,9,0,607,730,56108,29935,5575,1633,418,14,281,2224,1,239,1016,0,3714,3770,370089,0,4863,3415,17,3674,0,0,0,34221,126,0,2346,2,33524,84,347,42672,0,506,3261,77,1,224,287,70210,14,0,33,256,2901,1226,2715,858,6197,0,27,8338,35502,1364,780,48333,4871,1506,5853,6575,0,2,0,123,1674,0,0,20503,939,111,77,0,34,85,4076,473,0,0,138,79,1,101284,1,179,660,0,0,20,93,8,70,24,22,495,48,45,27,0,15174,5438,0,8560,1,0,1262,5,8246,122,1599,42691,123,56631,558,73,0,25,3048,0,87,465,441,554,0,193,0,0,4,1026,5077,151,13306,59,1,9,138,4,0,142,0,1132,25,4661,290,53,341,25,0,11,108,1569,567,0,109,1813,55951,280,181
UZB,0,3013,0,0,9,236,36,796,952,1493,0,175,0,0,26,134,0,0,0,3335,0,0,17,0,0,0,4,2,297,320,16,25,0,0,42,3,0,4,0,0,187,599,53285,0,71,4,3,13,1,0,0,848,5,0,769,0,345,0,0,356,0,2,81,0,0,0,0,2005,0,0,0,0,0,0,39,0,514,0,0,327,4,7,16,17530,1228,0,48,127,24570,0,0,3,1777,0,0,22,0,74,0,0,0,0,10,1706,0,0,1,2,0,10,1,4,17,0,0,0,2,0,2,0,3,0,0,0,0,0,3815,106,1,155,2,14,3,0,12,0,593,0,1,523,4,0,0,0,158978,0,1,0,3,1,0,1,0,0,0,0,290,25,322,0,0,0,1,0,0,5930,0,0,0,2035,1,0,89662,0,6203,0,0,5,2,0,0,2,667,1,0
VCT,76,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,732,0,0,0,0,2735,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,19,55,0,0,75,0,1,0,0,2,0,0,1,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,3971,0,0,19,0,0,0,0,0,0,0
VEN,1484,6,763,0,2,415,0,280,233,0,0,309,1,4,19,20,0,4,0,0,0,64,859,1,0,0,6,22,2193,1049,4139,0,6,6,34,737,0,9,0,0,20,21,4346,0,171,1697,1,892,0,0,0,14735,0,0,31,0,2253,0,17,576,0,6,78,3,0,24,39,281,122,0,15,310,0,1,12,537,45,7,0,184,54,7,8,547,31,4,90,17,0,0,0,0,0,0,0,1215,4,4,3,0,0,0,353,4,0,0,0,2,0,670,0,3,2,0,0,0,5,0,1,0,0,0,9,0,0,0,565,73,0,54,1,0,198,0,10,0,2,397,0,16335,34,2,0,10,2,0,0,6,13,0,0,0,0,0,1,6,21,16,398,0,0,1,2,0,0,0,0,162,0,18,0,0,0,1,25212,0,1,0,0,0,0,2,1454,0,0
VNM,0,0,0,0,0,1,0,29103,592,0,0,178,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,23716,1799,2,754,0,0,0,1,0,0,0,0,9,2806,22496,0,2094,9,0,4,0,0,0,157,0,0,731,0,15553,0,0,6394,0,0,0,0,0,0,0,7,0,0,0,0,645,0,0,0,919,0,0,268,0,0,65,0,634,0,3,4535,0,0,0,20833,6277,0,0,0,0,0,0,0,0,2,10,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15484,0,109,0,0,0,0,2304,0,838,0,0,3,0,0,0,162,21,92,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,281,0,2336,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,176055,0,0,1,0,0,0,330,52,0,0
VUT,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0
WSM,0,0,0,0,0,0,0,3932,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,1561,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
ZMB,0,0,20135,0,0,0,0,4,0,0,0,0,5,19,3,0,0,0,0,0,0,0,0,0,0,0,1001,0,3,0,1,0,58,0,165,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,279,0,0,0,2160,0,3193,0,0,0,0,3,0,0,24,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,2,0,0,0,7976,0,0
