countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,REU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
KHM,17292.0,4421.175,10393.31,8762.518,5501.911,16965.0,6684.962,7037.221,8951.857,6243.39,8527.714,9747.627,11214.3,11498.55,2046.331,8464.106,5899.115,15945.58,8846.778,8153.75,16491.24,19108.25,16743.93,16799.04,1331.028,2378.5,9469.82,9516.589,13870.98,9636.398,17553.43,3351.089,11945.82,10300.7,10077.02,18228.95,7288.149,13628.26,17435.91,16089.97,7607.711,9064.88,9552.044,6719.562,9099.859,16635.41,10281.84,18715.38,7811.32,7133.837,12086.28,10707.77,8352.953,7226.194,8342.702,8720.375,9947.79,5874.029,10607.95,10026.82,6691.694,11534.11,13058.61,16629.98,13007.54,12966.7,10598.21,8458.608,17016.43,16655.87,16915.54,17262.7,1541.641,16878.28,9015.03,16666.48,8760.564,1982.272,3445.198,10337.0,5987.405,6577.496,10499.88,7472.546,9357.015,16739.56,7362.277,4409.127,4434.62,7661.198,4549.036,160.035,3628.807,6191.493,753.4552,7407.508,12639.97,9489.011,16787.51,2799.001,9458.03,8299.502,9658.718,8382.075,1502.806,11227.34,8023.458,7152.112,3560.928,15689.1,8619.407,12147.29,9298.441,1107.069,4046.109,8866.874,12747.8,16735.94,6280.132,8343.099,1005.151,10288.62,7695.563,11071.13,11110.72,17121.06,9666.672,9133.656,2719.439,9370.458,5065.485,4056.846,17696.82,19812.04,1771.795,5225.605,8587.231,16550.67,3683.661,11208.65,17652.21,12029.49,5799.903,6502.922,7534.794,8411.489,6275.776,7808.311,13041.37,1152.419,6524.021,12838.47,16822.32,6655.609,10906.35,17100.82,8893.495,9123.412,8730.834,9017.249,7330.68,9739.871,11345.92,535.9692,4667.013,5463.431,9451.445,17141.56,9658.819,8000.179,7547.771,8084.194,7923.316,16808.96,14208.13,4794.727,16879.95,17407.22,1054.802,7690.441,7896.805,6561.252,10411.02,8963.397,8748.215
KOR,14183.6,5131.888,12705.4,8562.792,6909.236,19447.35,6882.943,8329.652,8289.029,6461.836,10923.19,8722.114,12492.37,12325.82,3800.079,8244.246,7136.002,12617.7,8473.069,7292.729,12882.87,17263.13,18364.51,14359.76,3825.485,3640.837,12595.07,11320.14,10617.7,8878.165,18375.18,955.6511,13079.55,11957.9,12217.9,14817.3,10261.17,13433.69,13836.1,12617.36,8012.453,8262.063,8543.784,8695.975,7955.016,13557.66,9954.01,15129.37,8497.368,8823.068,11721.96,10012.64,7122.724,9244.567,7070.555,8202.271,8981.467,4641.335,12387.74,8875.39,6783.199,12774.57,13518.34,14009.49,13206.97,13297.23,12190.48,8528.293,14442.14,13029.69,15310.55,15077.83,2095.843,13268.34,8485.063,13474.77,8182.963,5291.684,4692.672,8968.355,6562.448,7250.941,8396.076,8092.951,8982.659,13375.87,8009.55,1156.67,4227.772,10118.59,4422.647,3628.807,118.6343,7181.025,3218.349,7926.322,13479.35,9640.625,14239.55,5840.513,12727.98,7365.838,8733.371,7297.289,2129.243,10750.38,7611.25,10400.05,6570.516,12066.01,8409.194,12736.69,9305.214,3796.143,2003.103,12104.01,12726.14,14173.75,9691.986,11233.9,4614.067,13231.29,7830.0,11953.51,12414.0,13509.79,8573.183,7730.767,4022.39,10293.84,6590.233,4828.073,14173.68,16329.76,2615.751,5635.596,7753.967,13657.51,197.9361,10433.49,18600.7,10635.72,7113.408,9902.279,6614.064,10759.94,7557.272,9354.622,13142.53,4676.683,6253.083,13456.32,13198.76,9142.217,12626.85,15201.61,8246.657,8551.701,7445.181,12247.65,7885.105,11057.34,12601.71,3724.624,5008.503,5893.637,8895.192,14603.4,9513.838,7967.701,10278.43,10384.14,7309.346,19629.5,11065.7,4896.334,14325.65,14488.19,2740.135,7517.03,7379.091,8353.075,13723.41,11816.32,11725.41
KWT,11922.28,2079.553,5649.504,2868.303,835.7674,13226.28,1248.981,12907.86,3416.626,1239.9,4149.601,4329.824,5403.08,5455.293,4242.899,2657.817,434.559,11621.35,3072.489,3192.599,13079.66,13413.1,11694.86,10950.94,7517.651,4069.492,6465.817,4157.964,10302.77,3995.36,14274.37,6225.544,6074.369,4777.457,5117.58,12883.49,4591.498,7438.518,13284.84,12144.63,1521.355,3636.297,4177.56,2036.75,4047.51,11496.36,4239.049,13508.27,1620.011,1817.131,5933.042,4809.398,3781.446,2451.796,3836.194,14869.49,4415.222,11566.09,5207.133,4653.481,1407.802,5710.296,6956.418,10963.67,6845.511,6828.529,5016.831,2436.665,11206.34,13416.07,10743.35,11192.6,6590.399,13217.88,3333.628,11704.47,3202.095,7411.27,2838.48,5098.006,774.919,559.5186,6140.833,1301.836,3471.372,12108.67,1190.885,8313.143,3000.943,3608.884,2809.597,6191.493,7181.025,50.20689,5660.884,1286.701,6653.45,3333.279,11018.97,4166.992,6881.916,3355.498,4167.461,3594.494,6533.838,5159.944,2570.052,5364.89,3879.433,13564.08,2765.559,6045.765,3204.719,5088.824,5371.958,6371.095,6558.103,10992.15,5602.847,5054.501,6363.238,6657.512,13884.36,5033.698,5313.012,13301.92,4345.208,4395.11,3638.557,15103.86,1234.837,2427.004,12979.44,14058.76,7594.989,11412.42,3378.624,11191.41,7028.492,5286.836,12794.32,17815.51,573.2195,5644.34,3051.533,3969.596,535.3964,2205.466,6866.149,6676.22,12655.13,6775.582,13396.19,3051.397,5447.28,10967.09,3361.164,3450.131,4031.01,6451.766,1201.754,3910.148,5524.785,5655.574,2177.597,1356.663,15612.58,11273.98,3596.327,2159.483,4133.544,3618.881,2766.743,13031.81,10209.52,2330.281,11091.59,11768.86,5844.974,13871.03,14019.18,1598.142,7696.777,5418.344,5556.386
LAO,16543.05,3784.918,10254.81,8119.246,5029.932,17399.46,6049.0,7731.611,8263.672,5599.605,8376.234,9038.533,10858.64,11064.68,1424.819,7813.486,5405.576,15240.57,8185.584,7439.534,15920.88,19042.2,16782.53,16063.03,1977.488,1694.36,9575.224,9234.079,13171.04,8948.459,18182.13,2778.652,11580.53,10002.67,9887.858,17504.0,7307.531,13082.95,16835.28,15426.61,7019.955,8365.918,8842.204,6415.583,8376.064,15889.42,9648.822,18054.4,7270.904,6770.727,11480.88,10040.42,7618.033,6945.237,7605.646,9211.924,9245.57,6146.08,10344.23,9311.193,6043.036,11178.98,12602.22,15881.37,12506.39,12485.86,10292.88,7842.732,16274.18,16127.41,16284.22,16564.29,1293.925,16304.17,8340.332,15930.62,8077.644,2721.996,2846.594,9609.647,5384.423,6005.213,9746.758,6913.947,8703.752,16032.17,6805.3,4143.801,3705.352,7511.309,3828.007,753.4552,3218.349,5660.884,183.031,6831.931,12238.58,8903.636,16044.05,2759.292,9625.274,7581.797,8956.589,7655.456,1236.996,10592.3,7345.482,7290.113,3528.516,15237.8,7972.507,11688.01,8690.006,699.6793,3351.879,9014.243,12205.34,15991.1,6504.108,8346.098,1655.925,10336.41,8264.198,10636.88,10757.57,16544.76,8951.699,8395.82,2075.847,10060.57,4603.267,3413.267,17027.04,19378.16,1992.991,5765.885,7880.109,15797.7,3236.389,10540.17,17844.04,12435.67,5318.417,6720.067,6809.734,8244.47,5802.285,7429.751,12525.47,1863.448,6998.602,12403.07,16280.59,6494.441,10636.26,16434.38,8205.985,8446.163,7995.956,9162.86,6758.673,9357.691,10989.1,525.2488,3992.889,4825.405,9953.056,16403.72,9037.491,7363.028,7482.851,7897.159,7225.497,17214.69,13487.61,4099.601,16137.21,16654.0,478.553,8212.932,8368.552,6207.43,10605.35,8961.841,8788.139
LBN,10635.64,3088.869,5301.993,1609.733,2110.076,12396.9,1063.763,14194.54,2252.977,1464.592,4194.6,3144.598,4567.346,4457.962,5407.258,1444.918,1686.69,10371.56,1844.805,2311.437,11840.02,12272.51,10772.67,9671.262,8738.391,5180.441,6602.303,3717.779,9173.474,2766.189,13358.57,6983.571,5165.91,4163.231,4745.371,11600.13,5134.142,6251.983,12006.16,10904.63,243.4737,2493.329,3013.148,2597.384,2997.819,10212.97,2954.492,12229.17,584.2617,2090.566,4683.914,3524.9,2951.418,2783.078,3021.702,15961.68,3197.032,12494.47,4613.839,3464.002,1196.376,4848.538,5872.742,9678.124,5709.52,5717.202,4345.616,1154.756,9926.005,12172.57,9511.352,9934.48,7652.198,11959.22,2123.404,10424.03,2048.187,8694.866,3985.349,3920.219,1468.833,830.0121,5106.05,209.9598,2199.887,10834.25,217.1311,8999.5,3714.015,3914.655,3521.326,7407.508,7926.322,1286.701,6831.931,38.45329,5654.372,2081.917,9736.212,5450.953,7082.708,2448.976,2970.469,2710.789,7598.906,3881.252,1565.574,6005.66,5131.167,12401.35,1525.442,4982.281,1923.859,6300.475,5982.09,6666.532,5376.628,9708.505,6450.539,5326.802,7634.024,6576.55,15094.96,4058.382,4491.407,12033.73,3185.802,3412.801,4766.703,16372.26,2521.039,3462.157,11693.87,12838.48,8705.978,12597.19,2351.56,9905.486,7753.679,4000.395,11821.34,18147.08,1821.106,6449.135,2441.484,4024.98,1497.719,2060.273,5712.923,7948.206,13768.66,5724.081,12143.01,3688.263,4801.432,9721.004,2203.249,2236.056,3109.965,6716.074,85.94135,3187.622,4675.491,6873.743,3022.943,2106.592,16703.61,9996.921,2311.946,984.8074,4549.422,3744.631,1886.551,12220.87,9032.354,3065.163,9809.844,10485.31,6966.687,15026.21,15100.78,2234.656,7752.893,5544.113,5773.507
LBR,6538.721,8699.117,3154.236,4933.823,7214.983,6772.831,6649.885,16446.83,5320.935,7093.001,4583.263,5147.445,1469.321,1201.556,10857.22,5247.031,6856.259,7359.646,5054.884,6307.776,8540.287,6808.984,5121.55,5403.297,13875.39,10718.97,5268.814,3262.795,7815.56,4843.69,7704.238,12572.44,755.8931,2485.423,3119.354,7122.128,6308.064,1687.763,8071.195,7864.996,5530.354,5407.654,5283.326,5948.4,5867.398,6528.108,3671.629,7557.706,5122.017,5506.628,2332.794,3858.067,6629.479,5475.274,6698.1,18385.07,4892.298,18120.11,2337.25,5121.267,6731.37,1167.441,650.5386,5653.518,1022.661,816.7297,2188.031,4951.708,5628.195,8739.451,4605.484,5239.27,13243.58,8389.551,5090.702,6797.062,5387.021,13125.17,9483.593,5247.114,7105.119,6420.608,6496.945,5517.4,4575.671,7266.44,5615.076,14433.92,9349.786,5355.925,9160.446,12639.97,13479.35,6653.45,12238.58,5654.372,125.5209,3839.878,5556.836,10001.76,5698.984,6269.9,5069.576,6400.451,13186.77,3109.274,5889.716,6975.949,9329.335,9615.903,5084.811,768.1956,4182.031,11597.31,11478.57,5901.572,1431.19,5571.845,8024.15,5417.474,12455.95,4422.22,18235.45,1619.77,1574.314,8300.649,5318.604,6234.747,10284.7,15775.58,7637.027,9062.856,7577.549,7615.403,14219.56,17571.02,5876.967,6143.121,13292.19,3609.841,6171.248,15389.56,6933.387,7838.594,6953.84,4629.572,6447.812,4831.751,1177.844,12720.9,18952.79,367.822,8600.747,6244.49,2058.253,4919.859,5353.288,5044.893,6387.611,5800.441,5709.659,2900.335,1340.658,12121.04,8675.525,7758.555,17684.35,5601.391,4008.306,5512.077,5750.199,4860.096,6218.5,6610.736,7315.249,8715.308,5578.853,6193.946,12477.45,18759.15,19158.32,6079.904,5437.082,4939.956,5323.211
LBY,8638.483,5133.119,4626.358,1126.319,4112.479,10587.62,2911.988,16157.12,1744.687,3369.194,4365.932,2138.252,3129.709,2725.018,7480.536,1421.287,3687.708,8581.16,1322.53,2611.773,10054.34,10216.83,8910.072,7629.192,10819.99,7235.952,6540.412,3206.803,7758.984,1654.008,11447.7,8743.509,3531.821,3219.009,4120.426,9568.515,5889.22,4191.845,10079.76,9136.06,1884.154,1935.937,2143.809,3862.496,2552.798,8272.34,1030.455,10182.33,1746.24,3241.34,2603.436,1726.345,3092.349,3733.014,3171.75,17842.62,2007.716,14281.87,3621.371,2350.661,2961.941,3328.206,3928.507,7665.942,3703.413,3740.868,3257.021,1126.74,7885.658,10369.36,7429.439,7860.42,9660.212,10112.65,1474.63,8502.302,1718.039,10724.79,6059.306,2762.375,3520.044,2911.806,4242.284,2032.082,1019.841,8940.755,2143.171,10607.65,5582.393,4532.657,5400.95,9489.011,9640.625,3333.279,8903.636,2081.917,3839.878,498.9228,7705.643,7429.121,7070.591,2624.028,1963.781,2823.099,9609.689,1858.3,2071.322,6809.219,7009.429,10790.9,1267.143,3098.402,375.7234,8381.941,7638.913,6851.225,3326.572,7682.521,7545.616,5645.022,9695.89,6169.389,17165.83,2413.003,3091.288,10152.29,2281.397,3030.5,6831.294,17992.18,4544.025,5507.726,9722.291,10756.65,10739.39,14661.06,2263.26,7940.217,9452.696,2111.866,9890.908,17610.52,3809.909,7473.872,3189.875,4250.628,3390.508,2737.39,3687.569,10008.34,15757.95,3828.639,10311.23,4795.791,3682.629,7641.183,1750.977,1488.685,2983.42,6845.516,2159.888,2296.961,3198.348,8955.517,5004.221,4110.101,18502.82,7947.415,527.665,1681.146,5204.866,4143.364,2430.046,10434.93,7496.542,4988.66,7774.772,8456.976,9016.406,17043.03,17011.15,3681.894,7441.046,5601.767,5942.982
LCA,1000.846,12492.83,8580.775,8230.828,11816.59,5424.776,10282.29,16114.25,7925.084,10696.98,10139.98,7086.583,6988.802,6414.001,14805.2,8502.798,11390.73,2107.813,8098.529,8663.007,3000.247,3487.087,4461.426,179.6494,17877.83,14433.77,10359.87,8777.467,3734.94,7248.455,5387.542,14025.15,6310.356,8024.671,8650.447,1864.674,11845.74,4036.099,2551.477,2473.656,9509.419,7787.612,7279.451,11192.92,7703.92,1064.136,6781.884,2498.195,9451.453,10631.91,5157.322,6253.771,8436.939,10817.83,8445.868,13690.54,6903.772,15114.12,7892.064,6794.753,10246.65,6710.891,4950.548,235.0054,4786.251,4916.05,7733.948,8605.586,231.7669,3183.344,1386.257,863.7466,15960.79,2832.721,7896.818,1312.847,8127.199,18429.66,13496.15,6463.761,11037.53,10542.97,6328.745,9721.646,7620.192,1747.63,9831.781,14088.41,12356.23,10895.55,12248.07,16787.51,14239.55,11018.97,16044.05,9736.212,5556.836,7705.643,9.342786,15122.22,10629.77,8511.891,7190.878,8416.36,15951.54,5860.226,8867.616,12429.63,14613.92,4105.969,8360.754,5729.618,7814.274,15784.37,13037.72,11043.67,4824.8,65.81419,13488.05,10894.9,17332.73,9429.072,14953.96,6795.567,7090.148,2751.83,7154.686,7654.712,14137.18,13806.19,12244.75,12836.25,2095.833,3404.468,16839.76,16933.16,8244.701,738.0133,14091.32,5759.98,4385.136,10336.51,11514.8,13283.11,9264.197,10182.37,11092.17,9968.489,4687.746,17647.09,15550.12,5234.521,3044.137,11721.21,7606.851,1104.274,7984.486,7783.214,8059.269,10909.79,9819.981,8200.35,6868.431,16332.11,12190.33,11472.24,13058.18,381.0,7424.286,8993.124,11306.53,10393.05,8923.262,5469.966,3232.885,12033.36,94.83208,751.3372,15878.14,14755.94,14349.32,11178.81,9939.239,10350.92,10700.22
LKA,16067.56,3261.061,7594.32,7028.389,3342.212,14774.54,5106.343,8751.808,7497.094,4769.113,5731.052,8404.442,8540.41,8937.179,2179.09,6796.622,3768.01,15699.77,7212.813,7005.935,17072.61,16396.65,14036.67,15031.19,3891.124,2520.619,6823.339,6785.706,14029.91,8123.768,15796.09,5171.491,9272.438,7575.884,7286.253,16966.86,4549.173,11240.94,17443.47,16175.01,5687.943,7688.102,8232.307,4063.785,7968.923,15663.35,8387.595,17519.65,5684.017,4564.574,9965.97,8975.765,7444.531,4526.706,7469.547,11156.43,8526.015,8648.504,7852.103,8725.037,5189.351,8854.731,10497.86,15093.86,10537.38,10454.94,7877.104,6603.518,15288.07,17410.97,14562.86,15131.66,4053.215,17296.54,7456.482,15869.11,7282.259,3320.081,2431.215,9142.171,4317.383,4685.767,9891.838,5439.95,7635.494,16259.95,5332.042,6861.33,4053.941,4865.705,4038.118,2799.001,5840.513,4166.992,2759.292,5450.953,10001.76,7429.121,15122.22,96.3427,6901.32,7174.537,8259.522,7354.283,3996.187,9285.049,6575.565,4565.287,772.164,17101.06,6917.349,9616.553,7349.384,2085.34,5227.907,6282.383,10389.31,15103.32,3883.37,5591.905,2456.486,7577.414,9958.769,8521.13,8435.334,17421.68,8388.237,8196.645,2383.553,10944.81,2933.096,3057.006,17143.03,17436.53,4567.657,7676.995,7326.785,15354.33,5812.981,9449.49,15085.17,14545.01,3637.501,4083.719,6576.936,5618.505,4038.69,5244.491,10603.81,2734.159,9064.32,10247.51,17442.19,3866.8,8152.799,14848.23,7438.51,7573.817,7784.423,6429.156,5365.351,7130.82,8671.458,2381.501,3699.752,4077.146,11836.76,15330.46,7746.883,6294.313,4757.547,5299.368,6642.944,14569.68,14093.15,3966.061,15185.8,15871.38,3208.334,10086.21,10402.39,3997.646,7892.25,6209.736,6029.018
LSO,11423.01,8347.427,2721.224,7902.8,6642.855,7880.847,7932.732,10838.48,8700.506,8093.409,2894.7,9206.208,4789.684,5593.645,8946.303,8023.138,6654.576,12707.56,8197.313,9256.383,13457.43,9654.796,7292.793,10450.97,10042.2,9163.305,531.4464,3868.565,13511.57,8724.216,8945.843,11972.86,5117.872,4066.016,3076.123,11486.37,2556.18,7362.177,12643.28,13102.42,7201.451,8932.594,9212.81,4854.866,9564.355,11693.9,7793.849,11549.98,6619.538,5118.301,7635.312,8403.123,9879.167,4440.343,9958.313,13899.14,9054.14,14315.46,3822.708,9393.496,8104.226,4883.838,6334.415,10806.52,6717.876,6514.607,4185.92,7502.455,10596.12,13502.42,9304.56,9966.025,10903.72,13157.12,8441.045,11937.93,8591.318,8643.115,8338.232,9760.094,7655.562,7198.085,11258.62,6876.985,8072.605,12335.75,6877.193,13760.53,9523.84,3273.764,9369.503,9458.03,12727.98,6881.916,9625.274,7082.708,5698.984,7070.591,10629.77,6901.32,65.53132,9351.442,9034.081,9606.707,10850.54,7921.947,8495.066,2337.416,6159.367,14559.83,7961.5,6028.201,7384.176,8978.772,11665.17,625.8596,7047.678,10670.54,3189.56,1828.721,8667.416,1281.274,12803.08,5494.667,4738.523,12968.19,9351.925,10049.62,8840.758,11193.19,6769.214,8498.631,12146.38,10728.2,11137.52,12259.04,9100.307,11346.62,12682.66,8474.233,8236.792,14809.86,6594.459,2964.34,9517.638,3059.999,6350.462,5023.031,6871.116,8768.636,13356.95,6065.443,13324.34,3974.499,3957.157,9634.635,8685.183,8491.818,9904.762,489.1472,7053.114,4808.35,4838.828,9178.095,8697.218,8148.283,13911.37,10498.17,7580.127,7831.357,2790.795,3344.248,8879.244,7673.026,13001.46,8952.566,10609.54,11015.38,10091.6,13314.81,13888.92,5292.433,996.4764,1543.585,1328.599
LTU,9223.909,4042.829,7158.965,1540.066,4127.873,12731.28,2151.497,15291.39,948.9832,2416.226,6471.478,1469.434,5747.821,5269.622,6293.525,1345.486,3783.016,8528.727,1302.017,169.5256,9915.579,11730.07,11051.35,8506.38,9546.589,5925.914,8841.053,5630.907,6989.555,1516.998,13360.42,6567.348,6091.532,5793.484,6623.478,10258.92,7575.325,6087.948,10319.94,9002.471,2260.847,896.5842,1272.883,5044.033,815.5106,8666.563,2613.198,10921.54,2782.4,4533.818,4361.688,2666.384,527.9267,5218.525,606.8758,15366.42,1700.296,11910.79,6215.573,1729.554,2030.181,5929.572,6188.138,8382.46,5849.021,5953.28,5861.996,1860.701,8735.007,10256.73,8776.078,8983.841,7939.232,10122.01,1189.612,8819.789,910.8107,10026.88,5036.979,2052.635,2912.958,2806.063,2797.459,2623.466,1706.051,9145.223,2665.355,8197.214,3881.111,6318.167,3753.805,8299.502,7365.838,3355.498,7581.797,2448.976,6269.9,2624.028,8511.891,7174.537,9351.442,96.11483,1420.353,263.4897,7901.833,3387.249,889.8586,8453.709,7083.418,10255.65,1439.533,5501.815,2248.596,7272.69,5400.041,9003.249,5360.812,8466.06,8875.957,7682.827,8859.57,8633.669,15195.64,5005.719,5713.003,10254.16,1370.703,1048.369,5627.717,17568.3,4417.438,4358.07,10138.68,11907.21,9051.349,12887.71,393.7521,8443.399,7169.042,3123.619,11854.56,15875.95,3917.771,8885.748,794.0689,6316.532,3780.692,4399.897,5778.599,9165.174,13615.46,6169.114,10272.1,6135.85,6297.515,8876.898,918.5131,1225.651,677.4822,9034.309,2509.351,4817.931,5810.292,7822.797,3694.442,3104.464,15922.37,8850.129,2295.897,1542.741,6971.36,6085.474,590.0546,12619.23,6956.313,3522.475,8601.138,9201.287,7522.653,14858.6,14634.19,4667.143,9884.803,7812.643,8089.443
LUX,7967.711,5304.336,6540.273,1404.884,4999.584,11333.12,3160.368,16686.87,762.4356,3537.504,6302.379,187.8091,4820.17,4209.317,7628.117,1526.197,4598.055,7465.828,1131.459,1539.179,8914.693,10325.08,9663.413,7170.368,10930.56,7280.27,8503.669,5168.055,6209.579,309.8716,11940.3,7964.416,5020.569,5117.125,6055.399,8991.176,7722.112,4701.549,9188.089,7980.815,2729.865,596.739,215.9864,5418.858,802.2173,7455.008,1443.363,9651.144,3027.937,4824.895,2993.805,1281.233,1614.171,5433.021,1671.633,16463.79,289.1023,13187.14,5486.639,494.0174,3095.215,4939.492,4899.179,7079.813,4527.305,4651.996,5109.211,1904.941,7407.848,9252.489,7371.548,7609.152,9357.552,9068.316,847.312,7634.649,977.394,11300.36,6308.229,953.1994,3946.802,3615.659,2319.428,3067.101,989.5763,8003.091,3152.349,9500.391,5274.145,6377.84,5136.338,9658.718,8733.371,4167.461,8956.589,2970.469,5069.576,1963.781,7190.878,8259.522,9034.081,1420.353,19.12705,1440.968,9319.527,2034.186,1697.473,8640.706,8043.064,9431.36,1454.307,4309.688,1669.155,8604.277,6793.377,8808.706,4020.178,7149.377,9266.33,7577.717,10150.62,8104.954,16535.32,4031.344,4809.141,9169.212,318.3489,1184.92,6955.47,18988.62,5362.961,5645.37,8946.732,10557.05,10470.38,14299.64,1080.571,7196.385,8535.622,1711.773,10439.35,15853.83,4736.9,9227.171,2214.132,6176.837,4464.681,4477.025,4442.112,10462.16,14951.48,4918.194,9239.716,6462.558,5498.446,7485.436,821.1423,736.8185,1325.934,8806.336,3052.81,4244.512,4855.02,9166.024,5003.462,4298.08,16865.04,7513.448,1458.131,2011.911,7055.145,6033.801,1736.302,11229.4,6062.731,4863.993,7277.035,7904.386,8921.031,16144.69,15838.56,5125.072,9376.57,7561.502,7896.588
LVA,9100.948,4186.274,7388.835,1765.015,4355.656,12773.93,2376.555,15331.2,1102.181,2615.883,6729.736,1456.065,5934.0,5430.057,6395.167,1590.733,4019.234,8356.615,1509.34,406.3581,9727.402,11685.9,11103.81,8418.018,9609.395,6017.431,9094.748,5870.586,6776.347,1587.651,13359.01,6523.571,6252.606,6013.586,6856.865,10137.39,7838.525,6140.595,10158.2,8820.729,2524.026,993.2449,1265.433,5304.625,724.3204,8530.836,2730.414,10799.31,3045.283,4796.694,4424.98,2715.85,277.1711,5481.836,358.1294,15216.25,1704.598,11801.23,6430.987,1680.389,2247.341,6105.744,6290.1,8279.278,5937.274,6050.111,6073.379,2109.292,8641.784,10068.25,8735.872,8916.958,7958.821,9943.452,1361.346,8676.039,1105.945,10145.65,5171.574,1954.941,3124.783,3049.073,2579.342,2886.346,1869.574,8989.271,2927.355,8094.411,3950.117,6581.417,3833.416,8382.075,7297.289,3594.494,7655.456,2710.789,6400.451,2823.099,8416.36,7354.283,9606.707,263.4897,1440.968,95.59013,7923.539,3455.795,1153.302,8716.07,7287.128,10039.22,1674.47,5632.552,2449.608,7373.174,5352.423,9263.02,5439.73,8368.694,9131.389,7944.129,8974.432,8874.477,15117.16,5181.096,5902.835,10081.82,1332.481,843.114,5735.054,17559.44,4633.485,4489.505,9993.192,11818.84,9066.912,12861.55,559.8441,8319.465,7099.75,3152.139,11872.63,15615.03,4152.839,9143.331,847.8519,6575.64,4028.847,4662.306,5860.09,9276.854,13532.93,6284.251,10088.89,6396.603,6504.372,8823.267,1083.025,1378.849,441.6495,9292.979,2770.365,5045.024,5992.121,7915.756,3820.177,3277.535,15746.51,8761.284,2464.561,1805.448,7234.836,6346.852,839.8457,12670.17,6759.198,3632.347,8506.809,9093.638,7575.857,14757.7,14507.09,4925.479,10129.18,8069.208,8348.521
MAC,16137.89,4512.573,11443.56,8700.824,6000.813,18451.92,6698.553,7411.163,8697.858,6241.078,9567.574,9368.464,11879.69,11989.11,2379.18,8380.858,6339.583,14633.74,8713.32,7780.761,15009.21,19366.59,17999.56,16027.41,1935.494,2469.639,10810.37,10339.39,12578.72,9368.741,18717.01,1982.745,12581.76,11088.23,11052.14,16895.66,8543.718,13784.85,15961.26,14694.18,7758.194,8755.137,9172.872,7530.22,8644.476,15481.62,10226.95,17254.57,8094.224,7831.333,12090.76,10509.64,7831.538,8071.563,7803.155,8367.915,9601.923,5083.45,11454.85,9603.494,6658.638,12196.61,13467.84,15743.64,13302.68,13316.05,11369.24,8500.75,16177.84,15158.87,16638.69,16678.59,60.77057,15395.32,8821.03,15445.57,8535.361,3247.226,3705.762,9830.292,6130.161,6797.117,9677.973,7711.664,9244.462,15415.67,7608.224,2939.847,4095.864,8707.285,4259.429,1502.806,2129.243,6533.838,1236.996,7598.906,13186.77,9609.689,15951.54,3996.187,10850.54,7901.833,9319.527,7923.539,1.880632,11145.74,7837.386,8518.685,4764.841,14186.52,8547.055,12566.47,9348.624,1922.344,2914.317,10243.01,12933.69,15888.87,7707.059,9580.162,2485.261,11572.86,7578.648,11567.23,11782.48,15637.23,9255.022,8569.229,2905.809,9670.343,5596.034,4141.826,16278.29,18437.18,1155.78,5089.586,8244.721,15502.74,2194.534,10995.14,19080.88,11429.94,6270.649,7925.989,7108.125,9429.278,6755.11,8467.086,13295.73,2561.433,6170.396,13302.95,15327.98,7690.713,11739.28,16672.59,8643.979,8915.836,8201.037,10392.12,7534.205,10368.08,12007.28,1675.81,4605.523,5506.629,9112.794,16332.53,9658.027,7977.641,8706.53,9073.908,7645.765,18307.36,12976.25,4633.761,16045.4,16376.91,807.9218,7439.513,7508.378,7283.646,11824.79,10194.74,10024.74
